dataset,evaluation_revision,metric,kind,contrast,seed,shot,point_delta,mean_delta,ci95_low,ci95_high
mpdd,study,pixel_ap,matching_effect,M_DUP: DUP_L - DUP_J,1,8,0.0024376663893970196,0.002119385775111993,-0.001786317229782587,0.006302956696662324
mpdd,study,pixel_ap,matching_effect,M_DUP: DUP_L - DUP_J,2,1,0.003401988703005565,0.0034593859166276515,0.000518887089163031,0.00829829942683017
mpdd,study,pixel_ap,matching_effect,M_DUP: DUP_L - DUP_J,2,2,0.0013452291684788453,0.001522592445000648,-0.0014942427099807628,0.00469587317402974
mpdd,study,pixel_ap,matching_effect,M_DUP: DUP_L - DUP_J,2,4,0.0039154245753745265,0.004061018935897032,0.0003933611974188553,0.008196667516292314
mpdd,study,pixel_ap,matching_effect,M_DUP: DUP_L - DUP_J,2,8,0.005438998788830807,0.005868463829742833,0.0024136743670567394,0.009824543693365792
mpdd,study,pixel_ap,interaction,I_TRI: (TRI_L-DUP_L) - (TRI_J-DUP_J),0,1,0.004006267160224841,0.004067607589179026,-0.0011988552643153,0.008598809845312992
mpdd,study,pixel_ap,interaction,I_TRI: (TRI_L-DUP_L) - (TRI_J-DUP_J),0,2,0.005470736674766163,0.006569648213581182,0.0007830639025498313,0.012668275575429664
mpdd,study,pixel_ap,interaction,I_TRI: (TRI_L-DUP_L) - (TRI_J-DUP_J),0,4,0.009489581135775083,0.007278505158999401,-0.002603507836494817,0.017160613627107184
mpdd,study,pixel_ap,interaction,I_TRI: (TRI_L-DUP_L) - (TRI_J-DUP_J),0,8,0.012062541815971717,0.010325312379281318,0.0013786909655672294,0.020453036755820057
mpdd,study,pixel_ap,interaction,I_TRI: (TRI_L-DUP_L) - (TRI_J-DUP_J),1,1,0.004413831554349601,0.00344243410436604,-0.004596273129984346,0.008166471198500608
mpdd,study,pixel_ap,interaction,I_TRI: (TRI_L-DUP_L) - (TRI_J-DUP_J),1,2,0.006735685134767189,0.006647692007235442,0.0015387874222737574,0.011554415857652914
mpdd,study,pixel_ap,interaction,I_TRI: (TRI_L-DUP_L) - (TRI_J-DUP_J),1,4,0.01277392133914479,0.013006553163671372,0.0080943952436667,0.018988235034889285
mpdd,study,pixel_ap,interaction,I_TRI: (TRI_L-DUP_L) - (TRI_J-DUP_J),1,8,0.00801963757358698,0.00933861327749314,0.0019702583617678057,0.018975845230860534
mpdd,study,pixel_ap,interaction,I_TRI: (TRI_L-DUP_L) - (TRI_J-DUP_J),2,1,0.004111548139985155,0.00483542219537328,-0.0003675082966732592,0.010250239717578274
mpdd,study,pixel_ap,interaction,I_TRI: (TRI_L-DUP_L) - (TRI_J-DUP_J),2,2,0.008228705022703786,0.009186597759684948,0.002576282195941941,0.01873206827030012
mpdd,study,pixel_ap,interaction,I_TRI: (TRI_L-DUP_L) - (TRI_J-DUP_J),2,4,0.00644569984739668,0.006244630741060847,-0.002762342811430836,0.01663547946672687
mpdd,study,pixel_ap,interaction,I_TRI: (TRI_L-DUP_L) - (TRI_J-DUP_J),2,8,0.01089545518170898,0.010549320339675084,0.005781979210885339,0.01597603272470737
mpdd,study,pixel_ap,interaction,I_BAL: (BAL_L-A1_L) - (BAL_J-A1_J),0,1,0.0034599322439773372,0.0038782758728158253,-0.0014662015189482443,0.009674178563821814
mpdd,study,pixel_ap,interaction,I_BAL: (BAL_L-A1_L) - (BAL_J-A1_J),0,2,0.004778324163719205,0.0056803954824182455,0.0011414564895660035,0.01170675887973071
mpdd,study,pixel_ap,interaction,I_BAL: (BAL_L-A1_L) - (BAL_J-A1_J),0,4,0.0032327527688461033,0.0026378240773673777,-0.006811172510363647,0.010042489531811107
mpdd,study,pixel_ap,interaction,I_BAL: (BAL_L-A1_L) - (BAL_J-A1_J),0,8,0.0071229499634745674,0.007186965626955069,-0.0012312241189074173,0.015882628764649707
mpdd,study,pixel_ap,interaction,I_BAL: (BAL_L-A1_L) - (BAL_J-A1_J),1,1,0.004584989633858005,0.004339211531583272,-0.001582741645869276,0.009148847874934826
mpdd,study,pixel_ap,interaction,I_BAL: (BAL_L-A1_L) - (BAL_J-A1_J),1,2,0.006096414112086002,0.005609697968639605,0.0006836525813794139,0.010451181058647225
mpdd,study,pixel_ap,interaction,I_BAL: (BAL_L-A1_L) - (BAL_J-A1_J),1,4,0.010601551961722577,0.011022904424481566,0.004880001166839979,0.017296991986717306
mpdd,study,pixel_ap,interaction,I_BAL: (BAL_L-A1_L) - (BAL_J-A1_J),1,8,0.009299483108806572,0.009787262527529641,0.0016836799698221523,0.019052253733423504
mpdd,study,pixel_ap,interaction,I_BAL: (BAL_L-A1_L) - (BAL_J-A1_J),2,1,0.002552542776456279,0.0029091224207400397,-0.0019716400716201852,0.006716205894464295
mpdd,study,pixel_ap,interaction,I_BAL: (BAL_L-A1_L) - (BAL_J-A1_J),2,2,0.006630902241586356,0.007240407423505669,1.6792354438527625e-05,0.016812811409556573
mpdd,study,pixel_ap,interaction,I_BAL: (BAL_L-A1_L) - (BAL_J-A1_J),2,4,0.005629696448479937,0.005672945928515035,-0.0036819430548752333,0.01625522352532523
mpdd,study,pixel_ap,interaction,I_BAL: (BAL_L-A1_L) - (BAL_J-A1_J),2,8,0.007467943715021685,0.00788163822120879,0.002788094550180599,0.013463018073978466
mpdd,study,pixel_auroc,representation_effect,E_TRI_J: TRI_J - DUP_J,0,1,0.0029584684211636514,0.0029096153498066246,0.0012684408589621165,0.0047536162711420546
mpdd,study,pixel_auroc,representation_effect,E_TRI_J: TRI_J - DUP_J,0,2,0.0033115351377738245,0.003289643919403149,0.0016252385301477519,0.005037970249886903
mpdd,study,pixel_auroc,representation_effect,E_TRI_J: TRI_J - DUP_J,0,4,0.0034629833343799987,0.0034443088678863523,0.0018072729779122193,0.005144994024407728
mpdd,study,pixel_auroc,representation_effect,E_TRI_J: TRI_J - DUP_J,0,8,0.0021708424457569375,0.0021606320792470733,0.00076297499700487,0.0036541562395480806
mpdd,study,pixel_auroc,representation_effect,E_TRI_J: TRI_J - DUP_J,1,1,0.0028375364379833456,0.0027752215189710506,0.0010890839113619488,0.004471103241041421
mpdd,study,pixel_auroc,representation_effect,E_TRI_J: TRI_J - DUP_J,1,2,0.003370470049684826,0.0033831032578113206,0.0017659802455393338,0.00495972084488489
mpdd,study,pixel_auroc,representation_effect,E_TRI_J: TRI_J - DUP_J,1,4,0.0016848055054196065,0.001709736710119929,0.00034034993586476436,0.003150024392111
mpdd,study,pixel_auroc,representation_effect,E_TRI_J: TRI_J - DUP_J,1,8,0.0020558581866338965,0.002078760786559595,0.0008271603641662378,0.003450840798737795
mpdd,study,pixel_auroc,representation_effect,E_TRI_J: TRI_J - DUP_J,2,1,0.006050489910090717,0.006002326703975252,0.003990352351614388,0.00813338936443052
mpdd,study,pixel_auroc,representation_effect,E_TRI_J: TRI_J - DUP_J,2,2,0.003914543005744897,0.00383165290291863,0.0019222834040175524,0.00583705024002317
mpdd,study,pixel_auroc,representation_effect,E_TRI_J: TRI_J - DUP_J,2,4,0.0025911026743120624,0.002521869637971029,0.0010430125557891884,0.0042758245904743804
mpdd,study,pixel_auroc,representation_effect,E_TRI_J: TRI_J - DUP_J,2,8,0.002536589652958998,0.00248001682263327,0.0010503204702543097,0.003965905644473224
mpdd,study,pixel_auroc,representation_effect,E_TRI_L: TRI_L - DUP_L,0,1,0.004528863665127614,0.0044765922227551795,0.0028641596328480927,0.00637212838790489
mpdd,study,pixel_auroc,representation_effect,E_TRI_L: TRI_L - DUP_L,0,2,0.00540305093360971,0.00537447365339612,0.0036920214666289752,0.007150906896987912
mpdd,study,pixel_auroc,representation_effect,E_TRI_L: TRI_L - DUP_L,0,4,0.005543016982640925,0.005515946198921918,0.003908162655251843,0.007181838106822155
mpdd,study,pixel_auroc,representation_effect,E_TRI_L: TRI_L - DUP_L,0,8,0.0038773201459348927,0.003854252627448318,0.002402049455759428,0.005373397156181145
mpdd,study,pixel_auroc,representation_effect,E_TRI_L: TRI_L - DUP_L,1,1,0.004821735666350135,0.004773232917009507,0.002928378791841041,0.006670343118931268
mpdd,study,pixel_auroc,representation_effect,E_TRI_L: TRI_L - DUP_L,1,2,0.0051008956925647775,0.005112375809524141,0.0035563964507748015,0.00665518146124307
mpdd,study,pixel_auroc,representation_effect,E_TRI_L: TRI_L - DUP_L,1,4,0.004004332067337746,0.0040053056684645596,0.002664352698086167,0.005374637137187116
mpdd,study,pixel_auroc,representation_effect,E_TRI_L: TRI_L - DUP_L,1,8,0.004100250394435734,0.004098576131795614,0.002921100810391539,0.005326712357951399
mpdd,study,pixel_auroc,representation_effect,E_TRI_L: TRI_L - DUP_L,2,1,0.007973398247222652,0.007923233633271468,0.005828661392407114,0.010001265493320899
mpdd,study,pixel_auroc,representation_effect,E_TRI_L: TRI_L - DUP_L,2,2,0.006122145282416724,0.006050571217036166,0.004217630451734527,0.008041474295575043
mpdd,study,pixel_auroc,representation_effect,E_TRI_L: TRI_L - DUP_L,2,4,0.004547631963077836,0.004473915624808616,0.0030663039581082215,0.00599027168512582
mpdd,study,pixel_auroc,representation_effect,E_TRI_L: TRI_L - DUP_L,2,8,0.004403995254747439,0.004345336704980161,0.0030926503408796407,0.00568507745045755
mpdd,study,pixel_auroc,representation_effect,E_BAL_J: BAL_J - A1_J,0,1,0.0020920583174083296,0.0020485274433778558,0.0007617218121563074,0.003573340690244428
mpdd,study,pixel_auroc,representation_effect,E_BAL_J: BAL_J - A1_J,0,2,0.002206733433926966,0.0021843059669330797,0.0007874385233593601,0.0035713093992119443
mpdd,study,pixel_auroc,representation_effect,E_BAL_J: BAL_J - A1_J,0,4,0.0024203406364899926,0.0024077800525418454,0.0010884557834152596,0.0036897289108573563
mpdd,study,pixel_auroc,representation_effect,E_BAL_J: BAL_J - A1_J,0,8,0.0014519527716995162,0.0014397221991611097,0.0002432781731299405,0.0026873333923049885
mpdd,study,pixel_auroc,representation_effect,E_BAL_J: BAL_J - A1_J,1,1,0.002115736428551007,0.002061252258920118,0.0007862549703394257,0.0033055041026063435
mpdd,study,pixel_auroc,representation_effect,E_BAL_J: BAL_J - A1_J,1,2,0.002461957151426608,0.0024675840221875522,0.0012000188894394138,0.0037438524851074405
mpdd,study,pixel_auroc,representation_effect,E_BAL_J: BAL_J - A1_J,1,4,0.0008462764352641372,0.0008641102240571134,-0.0001701254419860021,0.0019850273334590133
mpdd,study,pixel_auroc,representation_effect,E_BAL_J: BAL_J - A1_J,1,8,0.001193443132852634,0.0012079338403987335,0.00022015119958708476,0.0022794476815113374
mpdd,study,pixel_auroc,representation_effect,E_BAL_J: BAL_J - A1_J,2,1,0.004680683116332074,0.00464444966941755,0.002924144746102464,0.006391962290785036
mpdd,study,pixel_auroc,representation_effect,E_BAL_J: BAL_J - A1_J,2,2,0.0027845282456928633,0.0027251453914651867,0.001177000374200926,0.00441113062320769
mpdd,study,pixel_auroc,representation_effect,E_BAL_J: BAL_J - A1_J,2,4,0.0018779837876049532,0.0018283141492290503,0.0005651772651519033,0.0031648774258892396
mpdd,study,pixel_auroc,representation_effect,E_BAL_J: BAL_J - A1_J,2,8,0.0019244395195006092,0.0018844192634255086,0.0007348954598864726,0.0030520991818099837
mpdd,study,pixel_auroc,representation_effect,E_BAL_L: BAL_L - A1_L,0,1,0.0030751030966988946,0.0030328281103547865,0.0017744725659173065,0.004525555451901195
mpdd,study,pixel_auroc,representation_effect,E_BAL_L: BAL_L - A1_L,0,2,0.00351101991084779,0.003479670065409783,0.002176667843602725,0.004894780185496083
mpdd,study,pixel_auroc,representation_effect,E_BAL_L: BAL_L - A1_L,0,4,0.0037205255669774395,0.0036919684012841217,0.0023819337877672097,0.0050196307986558495
mpdd,study,pixel_auroc,representation_effect,E_BAL_L: BAL_L - A1_L,0,8,0.0023878694292391867,0.0023642776719763827,0.0012813691836053992,0.003505606938329555
mpdd,study,pixel_auroc,representation_effect,E_BAL_L: BAL_L - A1_L,1,1,0.0033808466209276355,0.0033339910741045633,0.0019080013959063059,0.0048185487415352965
mpdd,study,pixel_auroc,representation_effect,E_BAL_L: BAL_L - A1_L,1,2,0.003540190116166908,0.0035390427614000494,0.002285691228213915,0.004787962060354203
mpdd,study,pixel_auroc,representation_effect,E_BAL_L: BAL_L - A1_L,1,4,0.002527341544622419,0.0025219038291801974,0.0014497095297949264,0.0035532617088563033
mpdd,study,pixel_auroc,representation_effect,E_BAL_L: BAL_L - A1_L,1,8,0.0026695642505240036,0.0026657466182505194,0.0017663747698396404,0.0035743529273897204
mpdd,study,pixel_auroc,representation_effect,E_BAL_L: BAL_L - A1_L,2,1,0.0057322786109034185,0.005694388305490904,0.004037081100558687,0.00740220902373479
mpdd,study,pixel_auroc,representation_effect,E_BAL_L: BAL_L - A1_L,2,2,0.004194089407492552,0.004138124462642633,0.0027134675054938883,0.005716133806650935
mpdd,study,pixel_auroc,representation_effect,E_BAL_L: BAL_L - A1_L,2,4,0.0029533707228818207,0.0028998837939125943,0.0018592465836835075,0.00405936459270739
mpdd,study,pixel_auroc,representation_effect,E_BAL_L: BAL_L - A1_L,2,8,0.003025956302159849,0.002981646287222059,0.0019794501692224934,0.004109660554496422
