variant,dataset,seed,shot,category,method,pixel_ap
shuffled,mpdd,0,1,bracket_brown,A1_J,0.03747857426548839
shuffled,mpdd,0,1,bracket_brown,A1_L,0.03569548499254492
shuffled,mpdd,0,1,bracket_brown,DUP_J,0.037813331173046874
shuffled,mpdd,0,1,bracket_brown,DUP_L,0.036670696231170044
shuffled,mpdd,0,1,bracket_brown,TRI_J,0.04366932616032571
shuffled,mpdd,0,1,bracket_brown,TRI_L,0.04295524516825382
shuffled,mpdd,0,1,bracket_brown,BAL_J,0.04238133938660242
shuffled,mpdd,0,1,bracket_brown,BAL_L,0.041742734614157555
shuffled,mpdd,0,1,bracket_white,A1_J,0.03546897268692771
shuffled,mpdd,0,1,bracket_white,A1_L,0.048082820350547985
shuffled,mpdd,0,1,bracket_white,DUP_J,0.07049389682252061
shuffled,mpdd,0,1,bracket_white,DUP_L,0.06981659580379232
shuffled,mpdd,0,1,bracket_white,TRI_J,0.08239580541376526
shuffled,mpdd,0,1,bracket_white,TRI_L,0.09172908691721585
shuffled,mpdd,0,1,bracket_white,BAL_J,0.0384999773674232
shuffled,mpdd,0,1,bracket_white,BAL_L,0.04839674430511743
shuffled,mpdd,0,1,connector,A1_J,0.07217995335988049
shuffled,mpdd,0,1,connector,A1_L,0.0893075170738464
shuffled,mpdd,0,1,connector,DUP_J,0.08323449747832967
shuffled,mpdd,0,1,connector,DUP_L,0.08887822301533863
shuffled,mpdd,0,1,connector,TRI_J,0.08508869127728567
shuffled,mpdd,0,1,connector,TRI_L,0.10544565216140503
shuffled,mpdd,0,1,connector,BAL_J,0.07018244428412015
shuffled,mpdd,0,1,connector,BAL_L,0.10566501350271132
shuffled,mpdd,0,1,metal_plate,A1_J,0.7270674086998727
shuffled,mpdd,0,1,metal_plate,A1_L,0.7604862627144702
shuffled,mpdd,0,1,metal_plate,DUP_J,0.7571370993631484
