dataset,seed,shot,category,method,pixel_ap
mpdd,0,1,bracket_black,B,0.020698284627020568
mpdd,0,1,bracket_black,BAL_J,0.009446305967508218
mpdd,0,1,bracket_black,BAL_L,0.0087816150308539977
mpdd,0,1,bracket_black,C,0.0045532370921243705
mpdd,0,1,bracket_black,DUP_BAL_J,0.010484232161356622
mpdd,0,1,bracket_black,DUP_EXPECTED_J,0.012929526448518591
mpdd,0,1,bracket_black,DUP_J,0.012929526448518591
mpdd,0,1,bracket_black,DUP_L,0.012060385245083821
mpdd,0,1,bracket_black,S,0.024394537788906441
mpdd,0,1,bracket_black,TRI_J,0.011113079715577141
mpdd,0,1,bracket_black,TRI_L,0.010705183461540573
mpdd,0,2,bracket_black,A1_J,0.014647863408783116
mpdd,0,2,bracket_black,A1_L,0.01443372823369149
mpdd,0,2,bracket_black,B,0.041848822779168661
mpdd,0,2,bracket_black,BAL_J,0.013042686377683695
mpdd,0,2,bracket_black,BAL_L,0.012632746575607874
mpdd,0,2,bracket_black,C,0.0054246748153868726
mpdd,0,2,bracket_black,DUP_BAL_J,0.014647863408783116
mpdd,0,2,bracket_black,DUP_EXPECTED_J,0.020066580275830033
mpdd,0,2,bracket_black,DUP_J,0.020066580275830033
mpdd,0,2,bracket_black,DUP_L,0.020029686509246171
mpdd,0,2,bracket_black,S,0.047821291241002463
mpdd,0,2,bracket_black,TRI_J,0.018055578185973011
mpdd,0,2,bracket_black,TRI_L,0.018444164487841246
mpdd,0,4,bracket_black,A1_J,0.18559149428133026
mpdd,0,4,bracket_black,A1_L,0.16876473816622964
mpdd,0,4,bracket_black,B,0.16322632233656506
mpdd,0,4,bracket_black,BAL_J,0.186554391883193
mpdd,0,4,bracket_black,BAL_L,0.17057817381771437
mpdd,0,4,bracket_black,C,0.023367972115044284
mpdd,0,4,bracket_black,DUP_BAL_J,0.18559149428133026
mpdd,0,4,bracket_black,DUP_EXPECTED_J,0.18031145880025279
mpdd,0,4,bracket_black,DUP_J,0.18031145880025279
mpdd,0,4,bracket_black,DUP_L,0.16921873383650332
mpdd,0,4,bracket_black,S,0.13170096253302749
mpdd,0,4,bracket_black,TRI_J,0.18591378992778512
mpdd,0,4,bracket_black,TRI_L,0.17453804113958021
mpdd,0,8,bracket_black,A1_J,0.18101504663087231
mpdd,0,8,bracket_black,A1_L,0.16382556488952257
mpdd,0,8,bracket_black,B,0.16925580374231972
mpdd,0,8,bracket_black,BAL_J,0.17926976984454523
mpdd,0,8,bracket_black,BAL_L,0.1620107456755942
mpdd,0,8,bracket_black,C,0.046580903695162823
mpdd,0,8,bracket_black,DUP_BAL_J,0.18101504663087231
mpdd,0,8,bracket_black,DUP_EXPECTED_J,0.17787064591528007
mpdd,0,8,bracket_black,DUP_J,0.17787064591528007
mpdd,0,8,bracket_black,DUP_L,0.16822695723914891
mpdd,0,8,bracket_black,S,0.13792967899305075
mpdd,0,8,bracket_black,TRI_J,0.17699392817813431
mpdd,0,8,bracket_black,TRI_L,0.1684890098682611
mpdd,1,1,bracket_black,A1_J,0.11756469139643186
mpdd,1,1,bracket_black,A1_L,0.11936837853149321
mpdd,1,1,bracket_black,B,0.13702960859335026
mpdd,1,1,bracket_black,BAL_J,0.11729734730318662
mpdd,1,1,bracket_black,BAL_L,0.11287392782445903
mpdd,1,1,bracket_black,C,0.0079095506719129641
mpdd,1,1,bracket_black,DUP_BAL_J,0.11756469139643186
mpdd,1,1,bracket_black,DUP_EXPECTED_J,0.13323468030326785
mpdd,1,1,bracket_black,DUP_J,0.13323468030326785
mpdd,1,1,bracket_black,DUP_L,0.13344086091755489
mpdd,1,1,bracket_black,S,0.10445442886154771
mpdd,1,1,bracket_black,TRI_J,0.13409097023274127
mpdd,1,1,bracket_black,TRI_L,0.12972798613218003
mpdd,1,2,bracket_black,A1_J,0.092044695094784995
mpdd,1,2,bracket_black,A1_L,0.095272839646532617
mpdd,1,2,bracket_black,B,0.086688873172163866
mpdd,1,2,bracket_black,BAL_J,0.099424295770638174
mpdd,1,2,bracket_black,BAL_L,0.10462682282024366
mpdd,1,2,bracket_black,C,0.026543369581949833
mpdd,1,2,bracket_black,DUP_BAL_J,0.092044695094784995
mpdd,1,2,bracket_black,DUP_EXPECTED_J,0.099875948657616481
mpdd,1,2,bracket_black,DUP_J,0.099875948657616481
mpdd,1,2,bracket_black,DUP_L,0.10476838538193749
mpdd,1,2,bracket_black,S,0.079049116505171921
mpdd,1,2,bracket_black,TRI_J,0.10529857804262398
mpdd,1,2,bracket_black,TRI_L,0.11022331929231242
mpdd,1,4,bracket_black,A1_J,0.10532529816121065
mpdd,1,4,bracket_black,A1_L,0.10538232559709673
mpdd,1,4,bracket_black,B,0.072927569485485899
mpdd,1,4,bracket_black,BAL_J,0.11576739335387534
mpdd,1,4,bracket_black,BAL_L,0.11375368766228067
mpdd,1,4,bracket_black,C,0.029348752153411019
mpdd,1,4,bracket_black,DUP_BAL_J,0.10532529816121065
mpdd,1,4,bracket_black,DUP_EXPECTED_J,0.10661666049755936
mpdd,1,4,bracket_black,DUP_J,0.10661666049755936
mpdd,1,4,bracket_black,DUP_L,0.10371319537473649
mpdd,1,4,bracket_black,S,0.088480378138822896
mpdd,1,4,bracket_black,TRI_J,0.1081281566236295
mpdd,1,4,bracket_black,TRI_L,0.11075402437639591
mpdd,1,8,bracket_black,A1_J,0.11931194757185762
mpdd,1,8,bracket_black,A1_L,0.10864882657885011
mpdd,1,8,bracket_black,B,0.085058696343078111
mpdd,1,8,bracket_black,BAL_J,0.11000626494737628
mpdd,1,8,bracket_black,BAL_L,0.1090516131091729
mpdd,1,8,bracket_black,C,0.027889142168239459
mpdd,1,8,bracket_black,DUP_BAL_J,0.11931194757185762
mpdd,1,8,bracket_black,DUP_EXPECTED_J,0.11705492243776409
mpdd,1,8,bracket_black,DUP_J,0.11705492243776409
mpdd,1,8,bracket_black,DUP_L,0.10808433542850703
mpdd,1,8,bracket_black,S,0.072006161542091537
mpdd,1,8,bracket_black,TRI_J,0.10489507644355771
mpdd,1,8,bracket_black,TRI_L,0.10455450755277022
mpdd,2,1,bracket_black,A1_J,0.0042561252645190121
mpdd,2,1,bracket_black,A1_L,0.0042034537602509596
mpdd,2,1,bracket_black,B,0.0042659958631928651
mpdd,2,1,bracket_black,BAL_J,0.0042873008784403768
mpdd,2,1,bracket_black,BAL_L,0.0042408574037696954
mpdd,2,1,bracket_black,C,0.0040545782326647335
mpdd,2,1,bracket_black,DUP_BAL_J,0.0042561252645190121
mpdd,2,1,bracket_black,DUP_EXPECTED_J,0.0042403815360874085
mpdd,2,1,bracket_black,DUP_J,0.0042403815360874085
mpdd,2,1,bracket_black,DUP_L,0.0042368494617665989
mpdd,2,1,bracket_black,S,0.0047634692016052674
mpdd,2,1,bracket_black,TRI_J,0.0042617137005323174
mpdd,2,1,bracket_black,TRI_L,0.0042844010752971645
mpdd,2,2,bracket_black,A1_J,0.023960818780287212
mpdd,2,2,bracket_black,A1_L,0.02106489957398875
mpdd,2,2,bracket_black,B,0.068732428747929411
mpdd,2,2,bracket_black,BAL_J,0.015689174756826154
mpdd,2,2,bracket_black,BAL_L,0.015016700143524023
mpdd,2,2,bracket_black,C,0.0063445571718393091
mpdd,2,2,bracket_black,DUP_BAL_J,0.023960818780287212
mpdd,2,2,bracket_black,DUP_EXPECTED_J,0.041431997456018513
mpdd,2,2,bracket_black,DUP_J,0.041431997456018513
mpdd,2,2,bracket_black,DUP_L,0.035601810388977022
mpdd,2,2,bracket_black,S,0.032521959739682353
mpdd,2,2,bracket_black,TRI_J,0.022079526162292685
mpdd,2,2,bracket_black,TRI_L,0.021082119059590773
mpdd,2,4,bracket_black,A1_J,0.19838867320242282
mpdd,2,4,bracket_black,A1_L,0.19243392719084262
mpdd,2,4,bracket_black,B,0.18866762172820126
mpdd,2,4,bracket_black,BAL_J,0.20101417623344964
mpdd,2,4,bracket_black,BAL_L,0.19674220531806538
mpdd,2,4,bracket_black,C,0.030480376036188958
mpdd,2,4,bracket_black,DUP_BAL_J,0.19838867320242282
mpdd,2,4,bracket_black,DUP_EXPECTED_J,0.20053014428908075
mpdd,2,4,bracket_black,DUP_J,0.20053014428908075
mpdd,2,4,bracket_black,DUP_L,0.19303035212385658
mpdd,2,4,bracket_black,S,0.17270017539796484
mpdd,2,4,bracket_black,TRI_J,0.19804174581868819
mpdd,2,4,bracket_black,TRI_L,0.19933616165351381
mpdd,2,8,bracket_black,A1_J,0.21016543107993008
mpdd,2,8,bracket_black,A1_L,0.20121504846714344
mpdd,2,8,bracket_black,B,0.19002354368135871
mpdd,2,8,bracket_black,BAL_J,0.20876780348190171
mpdd,2,8,bracket_black,BAL_L,0.20644797674812823
mpdd,2,8,bracket_black,C,0.055396178840208678
mpdd,2,8,bracket_black,DUP_BAL_J,0.21016543107993008
mpdd,2,8,bracket_black,DUP_EXPECTED_J,0.20580899297777117
mpdd,2,8,bracket_black,DUP_J,0.20580899297777117
mpdd,2,8,bracket_black,DUP_L,0.19810286405478134
mpdd,2,8,bracket_black,S,0.1756902747632017
mpdd,2,8,bracket_black,TRI_J,0.20536458228989085
mpdd,2,8,bracket_black,TRI_L,0.20419845834846537
