dataset,seed,shot,method,n_categories,macro_pixel_ap,macro_pixel_auroc,macro_image_ap,macro_image_auroc
visa,2,1,A1_L,12,0.3337982924504246,0.9687029509379085,0.876379580798882,0.8657512651265127
visa,2,1,DUP_L,12,0.3156472833556959,0.9629305251627427,0.861149524418746,0.8485060506050606
visa,2,1,TRI_L,12,0.34762542726215634,0.9717818504363819,0.8941471158895237,0.8866826182618261
visa,2,1,BAL_L,12,0.36005900476345737,0.9756175611400613,0.9028762455141606,0.8973636963696369
visa,2,2,B,12,0.33038549733252115,0.9655793810407639,0.897255118872625,0.8945421067106709
visa,2,2,S,12,0.332949160990405,0.9749290429235787,0.8867205898416209,0.8931663916391638
visa,2,2,C,12,0.2592059447549988,0.9637698858242169,0.8396341771873369,0.8262353410341036
visa,2,2,A1_J,12,0.381356560717019,0.9748331132148521,0.9217191297367932,0.9198473322332233
visa,2,2,TRI_J,12,0.3772121419673175,0.974928487796005,0.9242670313332352,0.9205981023102311
visa,2,2,BAL_J,12,0.3876169964306487,0.9770126413699809,0.9302218950967368,0.927628410341034
visa,2,2,DUP_J,12,0.36742167246628815,0.9721207201118304,0.9135637024850504,0.91147599009901
visa,2,2,DUP_BAL_J,12,0.381356560717019,0.9748331132148521,0.9217191297367932,0.9198473322332233
visa,2,2,DUP_EXPECTED_J,12,0.36742167246628815,0.9721207201118304,0.9135637024850504,0.91147599009901
visa,2,2,A1_L,12,0.3757307085931761,0.9774513584926853,0.9210714632063409,0.9225248624862487
visa,2,2,DUP_L,12,0.36034545129832823,0.9733593062557357,0.913208097960744,0.9123344334433443
visa,2,2,TRI_L,12,0.38111964244875113,0.9793926932893502,0.9293086494424774,0.9295360836083608
visa,2,2,BAL_L,12,0.3929450380703335,0.981989064881671,0.9328019390740754,0.934550605060506
visa,2,4,B,12,0.3531963543916978,0.971220687597977,0.9169547097462112,0.9099424367436746
visa,2,4,S,12,0.350950577283641,0.9776542402940559,0.8978257943791954,0.8994074257425743
visa,2,4,C,12,0.27082191206871503,0.9664482800048378,0.8330023415987603,0.8240732398239824
visa,2,4,A1_J,12,0.3988183345055598,0.9792299408996068,0.9361360492750691,0.9291807205720571
visa,2,4,TRI_J,12,0.39546445485704423,0.9784615013590215,0.9317199955094103,0.9273361661166116
visa,2,4,BAL_J,12,0.4044715914510568,0.9802291699245154,0.935120727822726,0.931216694169417
visa,2,4,DUP_J,12,0.38745313488800087,0.9769852593096914,0.9317105093054109,0.925063806380638
visa,2,4,DUP_BAL_J,12,0.3988183345055598,0.9792299408996068,0.9361360492750691,0.9291807205720571
visa,2,4,DUP_EXPECTED_J,12,0.38745313488800087,0.9769852593096914,0.9317105093054109,0.925063806380638
visa,2,4,A1_L,12,0.39720036287110166,0.9811588382150411,0.9356712308631038,0.9311304730473048
visa,2,4,DUP_L,12,0.38223987631157935,0.9777895935858156,0.9299174846136428,0.9236883663366336
visa,2,4,TRI_L,12,0.4019094653318244,0.9821625187049299,0.9352227180533137,0.9350265126512651
visa,2,4,BAL_L,12,0.4126110520803889,0.9843012117463168,0.9375227531803524,0.9376040704070405
visa,2,8,B,12,0.3597763452008635,0.9731177121951645,0.9196859140747992,0.9153572607260726
visa,2,8,S,12,0.3500601019970037,0.9792614014137747,0.8978164131309182,0.9044372387238725
visa,2,8,C,12,0.281231250872421,0.9667345923099137,0.8428367159554185,0.8296951870187019
visa,2,8,A1_J,12,0.4032127913452746,0.979275868243259,0.9355015717601343,0.930584900990099
visa,2,8,TRI_J,12,0.3958296168452378,0.9793340604203974,0.9295929446246971,0.9270203795379538
visa,2,8,BAL_J,12,0.4048707489081041,0.9805597822980193,0.933463830516121,0.9309553630363038
visa,2,8,DUP_J,12,0.3917244297038997,0.9776872424805284,0.9308280033670905,0.9259122662266228
visa,2,8,DUP_BAL_J,12,0.4032127913452746,0.979275868243259,0.9355015717601343,0.930584900990099
visa,2,8,DUP_EXPECTED_J,12,0.3917244297038997,0.9776872424805284,0.9308280033670905,0.9259122662266228
visa,2,8,A1_L,12,0.40316391495119736,0.9816998471133056,0.937039739626567,0.9337936743674367
visa,2,8,DUP_L,12,0.38808044217348514,0.9787663782427325,0.9310101369854668,0.9266858910891088
visa,2,8,TRI_L,12,0.40311204528338535,0.9831756215126659,0.9358792929518681,0.9357047304730473
visa,2,8,BAL_L,12,0.4146383936680198,0.9849914618442471,0.9397556283267035,0.9409344609460946
