dataset,seed,shot,method,category,pixel_ap,pixel_auroc,image_ap,image_auroc
visa,2,1,S,capsules,0.2951918715994916,0.9595153723900861,0.955183083329113,0.9418333333333333
visa,2,1,S,cashew,0.5358493070990172,0.9910947719189911,0.9622964616925864,0.9274
visa,2,1,S,chewinggum,0.7006177956508487,0.993111541981328,0.9868539337363275,0.9682
visa,2,1,S,fryum,0.2564729435626241,0.9212113766143802,0.9648929587971575,0.9302
visa,2,1,S,macaroni1,0.11361650441927405,0.9688891574961439,0.9263403101110488,0.942
visa,2,1,S,macaroni2,0.13964263425263118,0.9706500543905419,0.7500399129502922,0.7155
visa,2,1,S,pcb1,0.5998941889183605,0.9871687065971846,0.8383682503581303,0.887
visa,2,1,S,pcb2,0.06251599559342143,0.9393445608992672,0.7048661456761854,0.7301
visa,2,1,S,pcb3,0.08290102843441022,0.9610675198583832,0.5704166843581748,0.5672277227722772
visa,2,1,S,pcb4,0.17144200719654965,0.9453911610589742,0.8289681934104047,0.8914851485148515
visa,2,1,S,pipe_fryum,0.4955176301372497,0.9914436476794392,0.9775780371015574,0.9516
visa,2,1,C,candle,0.1350185564792284,0.9790131220666514,0.9039877564905989,0.9039
visa,2,1,C,capsules,0.15344755848454744,0.9201091807039505,0.8216382618630406,0.7413333333333333
visa,2,1,C,cashew,0.5834057799073881,0.9902694806545295,0.9657603848250502,0.9356
visa,2,1,C,chewinggum,0.4876362126667685,0.9913171736079885,0.9758951638595448,0.9398
visa,2,1,C,fryum,0.3378620657255213,0.9681388892747839,0.9587360021616556,0.907
visa,2,1,C,macaroni1,0.08788086419563032,0.9830885230131438,0.8229510240554809,0.7935
visa,2,1,C,macaroni2,0.01815051752710128,0.9427677167371802,0.6398190625777361,0.6707
visa,2,1,C,pcb1,0.24277871811248633,0.9794292979601912,0.7270257200613413,0.77
visa,2,1,C,pcb2,0.05535799785421399,0.9056826367425539,0.663952789293102,0.6506
