dataset,seed,shot,method,n_categories,macro_pixel_ap,macro_pixel_auroc,macro_image_ap,macro_image_auroc
mpdd,0,8,BAL_L,6,0.4297752434237138,0.9818629547400967,0.9179169144603044,0.8903826096446626
mpdd,1,1,B,6,0.3354991909175065,0.9534990234781122,0.755271560808108,0.7262594235670976
mpdd,1,1,S,6,0.3029606939884523,0.9583973544955492,0.72935738750391,0.7154267794706931
mpdd,1,1,C,6,0.26276951010889904,0.9586078493477451,0.7496189640572964,0.7135759072172213
mpdd,1,1,A1_J,6,0.3425102674135227,0.9642307315599892,0.7641187820081532,0.7462465347410183
mpdd,1,1,TRI_J,6,0.3358820998329999,0.9634513580838683,0.7577916683896527,0.7505650211886268
mpdd,1,1,BAL_J,6,0.33978563362946357,0.9663464679885402,0.7634843025961922,0.7549232151538874
mpdd,1,1,DUP_J,6,0.3375751507948849,0.9606138216458849,0.751912846176845,0.7380055165364928
mpdd,1,1,DUP_BAL_J,6,0.3425102674135227,0.9642307315599892,0.7641187820081532,0.7462465347410183
mpdd,1,1,DUP_EXPECTED_J,6,0.3375751507948849,0.9606138216458849,0.751912846176845,0.7380055165364928
mpdd,1,1,A1_L,6,0.3483472866737167,0.966821282370898,0.7750082131718184,0.7515633203280127
mpdd,1,1,DUP_L,6,0.34202999355893504,0.9624010702332755,0.7609842507919958,0.7434091516102318
mpdd,1,1,TRI_L,6,0.3447507741513996,0.9672228058996256,0.7726056854584629,0.7598605530413973
mpdd,1,1,BAL_L,6,0.3502076425235156,0.9702021289918257,0.7806431591122175,0.7657326377739122
mpdd,1,2,B,6,0.34044512529875676,0.9536837936758703,0.7743269554857249,0.7317976376878623
mpdd,1,2,S,6,0.3087139782396852,0.960084190220067,0.7622623780355675,0.7248084505472137
mpdd,1,2,C,6,0.2756723898972156,0.9646313632113303,0.7723318499931091,0.7465627996595035
mpdd,1,2,A1_J,6,0.3656121407073738,0.9637918180486057,0.8165147625456003,0.7807120002127688
mpdd,1,2,TRI_J,6,0.35257580021698964,0.9635426559250825,0.8098560158851273,0.7643002763796759
mpdd,1,2,BAL_J,6,0.35659670093189527,0.9662537752000323,0.809261618315596,0.775581210996302
mpdd,1,2,DUP_J,6,0.35920155123573183,0.9601721858753977,0.8051278746506001,0.7576027314399386
mpdd,1,2,DUP_BAL_J,6,0.3656121407073738,0.9637918180486057,0.8165147625456003,0.7807120002127688
mpdd,1,2,DUP_EXPECTED_J,6,0.35920155123573183,0.9601721858753977,0.8051278746506001,0.7576027314399386
mpdd,1,2,A1_L,6,0.37233784667206044,0.9675144534014795,0.8240448715683902,0.7783583060567539
mpdd,1,2,DUP_L,6,0.36403247309575165,0.962863453940241,0.8074971270621288,0.7589159807324496
mpdd,1,2,TRI_L,6,0.36414240721177665,0.9679643496328058,0.8352949841334857,0.7839216698820076
mpdd,1,2,BAL_L,6,0.3694188210086679,0.9710546435176464,0.836679236496166,0.7916581371710745
mpdd,1,4,B,6,0.3671551248210838,0.9638068196335604,0.7922082184344884,0.782449348788829
mpdd,1,4,S,6,0.3429748947867403,0.9683094330060257,0.7680127779975211,0.7551699914372004
mpdd,1,4,C,6,0.2830010383445393,0.9696050576133408,0.7831133500385777,0.779949994367949
mpdd,1,4,A1_J,6,0.3985219032648503,0.9719111226947383,0.8284086939873828,0.8206758833145756
mpdd,1,4,TRI_J,6,0.3850589947313366,0.9709695165160505,0.7952492819101095,0.7891842240960364
mpdd,1,4,BAL_J,6,0.3903940196560985,0.9727573991300025,0.7979375588929535,0.8016067530236396
mpdd,1,4,DUP_J,6,0.38881919698533035,0.9692847110106309,0.8182780529496378,0.8058402244845216
mpdd,1,4,DUP_BAL_J,6,0.3985219032648503,0.9719111226947383,0.8284086939873828,0.8206758833145756
mpdd,1,4,DUP_EXPECTED_J,6,0.38881919698533035,0.9692847110106309,0.8182780529496378,0.8058402244845216
mpdd,1,4,A1_L,6,0.4056390200382691,0.9753248065627669,0.8401362895940238,0.8224607889203579
mpdd,1,4,DUP_L,6,0.3927308371943197,0.9716241179431013,0.8249919772764928,0.8090476317546161
mpdd,1,4,TRI_L,6,0.40174455627947075,0.9756284500104391,0.8254977882204552,0.8097401894453236
mpdd,1,4,BAL_L,6,0.4081126883912399,0.9778521481073893,0.8320818735235771,0.8192333986240432
mpdd,1,8,B,6,0.39966833844234456,0.9685803640416628,0.8605170998554527,0.8357802891371686
mpdd,1,8,S,6,0.3823085031014039,0.9735587679570799,0.8587025732305259,0.8224572145999064
mpdd,1,8,C,6,0.3049567298787797,0.9727870869056581,0.8391029705424532,0.8196529096232529
mpdd,1,8,A1_J,6,0.42361727656654985,0.9760325431527374,0.8903914862076384,0.863819940155747
mpdd,1,8,TRI_J,6,0.4194432123045866,0.9756744819980893,0.8735530498408665,0.84883529454066
mpdd,1,8,BAL_J,6,0.41921845668036567,0.97722598628559,0.8820125092811751,0.8589841419916716
mpdd,1,8,DUP_J,6,0.418178963123985,0.9736186238114554,0.8814205937332051,0.8527864710247579
mpdd,1,8,DUP_BAL_J,6,0.42361727656654985,0.9760325431527374,0.8903914862076384,0.863819940155747
mpdd,1,8,DUP_EXPECTED_J,6,0.418178963123985,0.9736186238114554,0.8814205937332051,0.8527864710247579
mpdd,1,8,A1_L,6,0.42970245751543773,0.9792461623845298,0.8917514685365856,0.8614809719281341
mpdd,1,8,DUP_L,6,0.420616629513382,0.975868013343312,0.880342576838307,0.8504740106310003
mpdd,1,8,TRI_L,6,0.4299005162675706,0.9799682637377477,0.8889697345765476,0.8654938223065503
mpdd,1,8,BAL_L,6,0.4346031207380601,0.9819157266350538,0.8974561352693913,0.8729467736259174
mpdd,2,1,B,6,0.2896874155798854,0.9400233978084801,0.7061578158837593,0.6727446074633116
mpdd,2,1,S,6,0.2724887037501983,0.9541462930683657,0.7008309724549692,0.6683679056580071
mpdd,2,1,C,6,0.26556033588848965,0.9544191741418738,0.7459527056176958,0.7198545457047594
mpdd,2,1,A1_J,6,0.31591930529903434,0.9519313951905155,0.718367646204634,0.6945253626289024
mpdd,2,1,TRI_J,6,0.30317738467617955,0.9535262733714193,0.7244938694010604,0.7022442935838756
mpdd,2,1,BAL_J,6,0.3135548430683666,0.9566120783068476,0.7333871864801247,0.7151276604714325
mpdd,2,1,DUP_J,6,0.3057775024404445,0.9474757834613285,0.7133979559906058,0.6854377088169329
mpdd,2,1,DUP_BAL_J,6,0.31591930529903434,0.9519313951905155,0.718367646204634,0.6945253626289024
mpdd,2,1,DUP_EXPECTED_J,6,0.3057775024404445,0.9474757834613285,0.7133979559906058,0.6854377088169329
mpdd,2,1,A1_L,6,0.3218776813038429,0.9551779396157828,0.731239480013555,0.700373564339119
mpdd,2,1,DUP_L,6,0.30917949114345006,0.9499129368008415,0.7263001303760671,0.6874442753057326
mpdd,2,1,TRI_L,6,0.31069092151917027,0.9578863350480642,0.7306111239008836,0.7063428313401786
mpdd,2,1,BAL_L,6,0.3220657618496315,0.9609102182266862,0.7346450754519697,0.7165631977013391
mpdd,2,2,B,6,0.30777978458631877,0.952084740409337,0.758303983619521,0.7564945966731452
mpdd,2,2,S,6,0.2870419569900052,0.9614114502274668,0.7083509517566801,0.7074135759102855
mpdd,2,2,C,6,0.2777239088958942,0.9622937652450329,0.7503302363004852,0.7250514349477388
mpdd,2,2,A1_J,6,0.33763174155686754,0.9629588198020226,0.7775865395010628,0.7695224554534765
mpdd,2,2,TRI_J,6,0.3202015890348145,0.9629669163932197,0.7627563396514185,0.7654503147393038
mpdd,2,2,BAL_J,6,0.3329274633633142,0.9657433480477154,0.7803177032719302,0.771272977572632
mpdd,2,2,DUP_J,6,0.32659833164493124,0.9590523733874748,0.7767645482611814,0.7696811966443163
mpdd,2,2,DUP_BAL_J,6,0.33763174155686754,0.9629588198020226,0.7775865395010628,0.7695224554534765
mpdd,2,2,DUP_EXPECTED_J,6,0.32659833164493124,0.9590523733874748,0.7767645482611814,0.7696811966443163
mpdd,2,2,A1_L,6,0.34247618276692066,0.9663081690076011,0.775944199586581,0.7705241034679328
mpdd,2,2,DUP_L,6,0.3279435608134101,0.961555635082866,0.7672871426465124,0.7636645669004731
mpdd,2,2,TRI_L,6,0.3297755232259971,0.9676777803652827,0.7665728691188484,0.7693618474137601
mpdd,2,2,BAL_L,6,0.34440280681495367,0.9705022584150936,0.77684893915333,0.7749452695797991
mpdd,2,4,B,6,0.376079006909882,0.964389170621251,0.8159490284595692,0.8106631867406545
mpdd,2,4,S,6,0.34325907245864834,0.9702801502737454,0.8095357606535574,0.8110938230202459
mpdd,2,4,C,6,0.29901034190856557,0.9702251769379534,0.7835132920192973,0.7602175450064115
mpdd,2,4,A1_J,6,0.4046981102629203,0.972463698487755,0.8529544101660184,0.8366751632181927
mpdd,2,4,TRI_J,6,0.3977955699367397,0.9723081512645488,0.8507826159785062,0.8347582186946271
mpdd,2,4,BAL_J,6,0.4009769079941539,0.97434168227536,0.8562781506781758,0.8400918818312845
mpdd,2,4,DUP_J,6,0.39517763787298704,0.9697170485902368,0.8404320492939003,0.825932838380021
mpdd,2,4,DUP_BAL_J,6,0.4046981102629203,0.972463698487755,0.8529544101660184,0.8366751632181927
mpdd,2,4,DUP_EXPECTED_J,6,0.39517763787298704,0.9697170485902368,0.8404320492939003,0.825932838380021
mpdd,2,4,A1_L,6,0.4118225929924315,0.9759028652760638,0.856080198508807,0.8378562557066598
mpdd,2,4,DUP_L,6,0.39909306244836157,0.9721805083297301,0.844759297060438,0.8302741197544824
mpdd,2,4,TRI_L,6,0.4081566943595109,0.976728140292808,0.8508401772595211,0.8403305556391615
mpdd,2,4,BAL_L,6,0.4137310871721451,0.9788562359989457,0.8552376542261019,0.843622088599982
mpdd,2,8,B,6,0.4035086459767459,0.9694018748473452,0.8513084352839377,0.8484779919047959
mpdd,2,8,S,6,0.37979384716277725,0.9750976650165756,0.865912576225186,0.8600204277295886
mpdd,2,8,C,6,0.30158926872453423,0.9720632058686997,0.7948303646658683,0.7816585676309789
mpdd,2,8,A1_J,6,0.4208795286551783,0.9761268357308247,0.8697075272318715,0.8570682405630644
mpdd,2,8,TRI_J,6,0.4123651316810382,0.9765374420006937,0.8568917693965642,0.8587893922027963
mpdd,2,8,BAL_J,6,0.41733527733760023,0.9780512752503253,0.8712285222357393,0.8666927235128655
mpdd,2,8,DUP_J,6,0.41632407257718507,0.9740008523477347,0.8602906140304082,0.8528453916671865
mpdd,2,8,DUP_BAL_J,6,0.4208795286551783,0.9761268357308247,0.8697075272318715,0.8570682405630644
mpdd,2,8,DUP_EXPECTED_J,6,0.41632407257718507,0.9740008523477347,0.8602906140304082,0.8528453916671865
mpdd,2,8,A1_L,6,0.431755142349253,0.9791318024644324,0.8758752376456905,0.8664041878225709
mpdd,2,8,DUP_L,6,0.4217630713660159,0.9760365201150765,0.867061356892623,0.8587694312131108
mpdd,2,8,TRI_L,6,0.428699585651578,0.9804405153698239,0.8790850198631595,0.872212940162347
mpdd,2,8,BAL_L,6,0.4356788347466966,0.9821577587665923,0.8837862606988668,0.8776123784388871
btad,0,1,B,3,0.5874919293995609,0.9686153903882445,0.8650111620100026,0.8808927406037909
btad,0,1,S,3,0.563331975816244,0.9634851481702698,0.8987963774651394,0.9131534404702647
btad,0,1,C,3,0.3717300546913242,0.9501484137028697,0.7138546830347402,0.845065652974314
btad,0,1,A1_J,3,0.6184518179312132,0.9717760630093829,0.8687822878281999,0.89470628599872
btad,0,1,TRI_J,3,0.6325034738441957,0.9726980766243791,0.8881939258747823,0.9062841577978462
btad,0,1,BAL_J,3,0.6354223281019573,0.9733404002457505,0.8843410328583027,0.9107034021506396
btad,0,1,DUP_J,3,0.6090288154503063,0.9705849153959925,0.8701341026923163,0.8859467594238625
btad,0,1,DUP_BAL_J,3,0.6184518179312132,0.9717760630093829,0.8687822878281999,0.89470628599872
btad,0,1,DUP_EXPECTED_J,3,0.6090288154503063,0.9705849153959925,0.8701341026923163,0.8859467594238625
btad,0,1,A1_L,3,0.6276297556640403,0.9731380679030949,0.8617162252149727,0.8900498313146397
btad,0,1,DUP_L,3,0.6158055425028203,0.9716975207128545,0.8670931944422066,0.8854606730032315
btad,0,1,TRI_L,3,0.64037786793857,0.9740901858047568,0.8845201009512492,0.9013538995156716
btad,0,1,BAL_L,3,0.644466488502777,0.9748670891634883,0.8766843071385875,0.9007626593029778
btad,0,2,B,3,0.615292377311985,0.9700024831124446,0.9465153599557355,0.9289114461115457
btad,0,2,S,3,0.5500410374451313,0.9561667744549286,0.9558361740841471,0.920721447928765
btad,0,2,C,3,0.41223341961617005,0.9577026080541643,0.7856483338805731,0.8918921203789297
btad,0,2,A1_J,3,0.640904111610007,0.9728305918429254,0.9283973044693324,0.9269348368848119
btad,0,2,TRI_J,3,0.6440875235578822,0.9722430697858782,0.9556838877234125,0.9300857806537248
btad,0,2,BAL_J,3,0.6466789646827783,0.9731729230675602,0.9337746769504633,0.9264364565803093
btad,0,2,DUP_J,3,0.63397419919491,0.9717923803227616,0.9445440108063106,0.92684414183792
btad,0,2,DUP_BAL_J,3,0.640904111610007,0.9728305918429254,0.9283973044693324,0.9269348368848119
btad,0,2,DUP_EXPECTED_J,3,0.63397419919491,0.9717923803227616,0.9445440108063106,0.92684414183792
btad,0,2,A1_L,3,0.6516031491882832,0.9738373852156884,0.935297873106166,0.9302226449232421
btad,0,2,DUP_L,3,0.6408777732436507,0.9725750911321182,0.9461430910750775,0.9320685368223943
btad,0,2,TRI_L,3,0.6500301632374414,0.9730921198156158,0.9567200852172141,0.9341983455403068
btad,0,2,BAL_L,3,0.6555449929350647,0.9742073749773258,0.9408773875991568,0.9313567912647057
btad,0,4,B,3,0.6245828825429457,0.9704240759714374,0.9504233730623165,0.932652365940569
btad,0,4,S,3,0.5583025022837269,0.9591943048504407,0.9600508122873745,0.9347236206910173
btad,0,4,C,3,0.4391477086036546,0.9587642664534788,0.8115914064439415,0.8931896860951117
btad,0,4,A1_J,3,0.6489800341368709,0.9731603495172276,0.9345503212362308,0.9324421492174105
btad,0,4,TRI_J,3,0.6523196403819139,0.972975540885784,0.9617496888210427,0.9429496511728965
btad,0,4,BAL_J,3,0.6544291208605925,0.9737844498500482,0.9436110739591572,0.937206021316773
btad,0,4,DUP_J,3,0.6418475743531237,0.9721558589449294,0.9519158724784273,0.933919295708992
btad,0,4,DUP_BAL_J,3,0.6489800341368709,0.9731603495172276,0.9345503212362308,0.9324421492174105
btad,0,4,DUP_EXPECTED_J,3,0.6418475743531237,0.9721558589449294,0.9519158724784273,0.933919295708992
btad,0,4,A1_L,3,0.6602263313940179,0.9741001539720968,0.9505191552887463,0.9355202935994376
btad,0,4,DUP_L,3,0.6490728028077565,0.9728995414054863,0.9519418014608217,0.934381272369575
btad,0,4,TRI_L,3,0.6564816600753552,0.973562784306253,0.9641465859827164,0.9435683551004607
btad,0,4,BAL_L,3,0.6624739031379584,0.9745426043901362,0.9535618735865493,0.9405541689381908
btad,0,8,B,3,0.6365025237422937,0.9723287224172638,0.956532301393537,0.941341712294674
btad,0,8,S,3,0.5730626023915426,0.9639071024455473,0.9643179476243313,0.9269425047603246
btad,0,8,C,3,0.4823968775333181,0.9596276297435327,0.8422316900043921,0.8958509327075778
btad,0,8,A1_J,3,0.660687368696221,0.9744795773208882,0.9504219268927511,0.9417550743874786
btad,0,8,TRI_J,3,0.6606375683233574,0.9743078408870366,0.9672782656080668,0.9465629350462601
btad,0,8,BAL_J,3,0.6644359532011599,0.9748317478456897,0.9611131712681787,0.9472075659532105
btad,0,8,DUP_J,3,0.6523681286533265,0.973712252401676,0.9585295280069938,0.9437394502516453
btad,0,8,DUP_BAL_J,3,0.660687368696221,0.9744795773208882,0.9504219268927511,0.9417550743874786
btad,0,8,DUP_EXPECTED_J,3,0.6523681286533265,0.973712252401676,0.9585295280069938,0.9437394502516453
btad,0,8,A1_L,3,0.6695090515453979,0.9752395466511593,0.9559030612786351,0.9445962731201655
btad,0,8,DUP_L,3,0.6588342488844949,0.9743290805098606,0.9580750901217252,0.9440109072665072
btad,0,8,TRI_L,3,0.6645955058082373,0.9748517833379813,0.9703071516640809,0.9481563480212062
btad,0,8,BAL_L,3,0.6703548629947477,0.9754625976811959,0.965853568390194,0.945302326040753
btad,1,1,B,3,0.6002484350636993,0.9687125751802856,0.9175931429716986,0.9103664422795833
btad,1,1,S,3,0.5578520441322038,0.9635738837689737,0.9120070263483946,0.9130520712349982
btad,1,1,C,3,0.37772161577815827,0.9448537689136544,0.710234837635631,0.8237081111190121
btad,1,1,A1_J,3,0.6317081645653028,0.9719465630601176,0.9202741008881657,0.9251670893676867
btad,1,1,TRI_J,3,0.6364274436898391,0.9727885621544331,0.9184812961347478,0.913028763421745
btad,1,1,BAL_J,3,0.6411020685046385,0.9733829323640131,0.9115740870492638,0.9145657122314663
btad,1,1,DUP_J,3,0.6211537551206848,0.9708131068333395,0.9211656819036556,0.917435192427726
btad,1,1,DUP_BAL_J,3,0.6317081645653028,0.9719465630601176,0.9202741008881657,0.9251670893676867
btad,1,1,DUP_EXPECTED_J,3,0.6211537551206848,0.9708131068333395,0.9211656819036556,0.917435192427726
btad,1,1,A1_L,3,0.6398889533615976,0.9729559620096461,0.9171299189783935,0.910976289238111
btad,1,1,DUP_L,3,0.6271476511334914,0.9716266571115995,0.9230760281586518,0.9118392511476135
btad,1,1,TRI_L,3,0.6450440057758932,0.9737899013330457,0.9214587556964541,0.9181237131321751
btad,1,1,BAL_L,3,0.6509593396909609,0.9744712724198173,0.9118450246134722,0.9171250681457251
btad,1,2,B,3,0.6124432874733857,0.9702042883096907,0.9292581649926013,0.9171432284876785
btad,1,2,S,3,0.5711718046302964,0.965137633963019,0.9297975257914288,0.9338705073202336
btad,1,2,C,3,0.3889114269415026,0.9545035973129371,0.7186039196081534,0.8503508339456572
btad,1,2,A1_J,3,0.6446185530878533,0.9731941470823172,0.9319950806292225,0.9270753869492049
btad,1,2,TRI_J,3,0.6484536484966288,0.9737792037898453,0.9337266356110642,0.9348774641099181
btad,1,2,BAL_J,3,0.6530617432196104,0.9743357271492802,0.9269775759406226,0.9352325685210205
btad,1,2,DUP_J,3,0.6334234552656307,0.9721216868560951,0.9312911172443025,0.9195938119731052
btad,1,2,DUP_BAL_J,3,0.6446185530878533,0.9731941470823172,0.9319950806292225,0.9270753869492049
btad,1,2,DUP_EXPECTED_J,3,0.6334234552656307,0.9721216868560951,0.9312911172443025,0.9195938119731052
btad,1,2,A1_L,3,0.6523285833015554,0.9740785630499872,0.9332372456140502,0.9266271500470107
btad,1,2,DUP_L,3,0.6391879292169426,0.9728711982016719,0.9329852787949373,0.9232721364968751
btad,1,2,TRI_L,3,0.6563817243451687,0.9747570165887242,0.9397399411744701,0.9372920982562595
btad,1,2,BAL_L,3,0.6620591157403911,0.9753721945749474,0.9361331967278282,0.9402288669242377
btad,1,4,B,3,0.6139247993900999,0.9712613912366761,0.9288133730058669,0.9188275182314506
btad,1,4,S,3,0.5822343420369354,0.9670038513500557,0.9391495744504869,0.9352417889339243
btad,1,4,C,3,0.3975880697897036,0.9550571846767418,0.7254435182918207,0.8583316899349751
btad,1,4,A1_J,3,0.6467045941583266,0.9740592268724299,0.929293183120453,0.92579219701818
btad,1,4,TRI_J,3,0.6571269539315271,0.9749113792603352,0.9409849145493849,0.9396764836015707
btad,1,4,BAL_J,3,0.6612476015144204,0.9754096427959427,0.9292332789758326,0.9365651907685258
btad,1,4,DUP_J,3,0.6359096607106669,0.9730932667964435,0.9321338737977075,0.9209108930447906
btad,1,4,DUP_BAL_J,3,0.6467045941583266,0.9740592268724299,0.929293183120453,0.92579219701818
btad,1,4,DUP_EXPECTED_J,3,0.6359096607106669,0.9730932667964435,0.9321338737977075,0.9209108930447906
btad,1,4,A1_L,3,0.6532618907831401,0.9747351281790904,0.9280948429775139,0.9255856068327448
btad,1,4,DUP_L,3,0.6403418627082442,0.973659743911106,0.9316593259564426,0.9222952704891481
btad,1,4,TRI_L,3,0.6609557876371612,0.9754843065728527,0.9370551531902723,0.9307538931949085
btad,1,4,BAL_L,3,0.6662602650745896,0.9760009684185188,0.9301336817039063,0.9314125206412415
btad,1,8,B,3,0.6201449604094008,0.9718951589439854,0.9442048808384337,0.9434221123989666
btad,1,8,S,3,0.5815171345265248,0.9658281546764164,0.9588408499178226,0.942270872344292
btad,1,8,C,3,0.4689925547985436,0.9593185650359203,0.8144386162287821,0.8964780313983898
btad,1,8,A1_J,3,0.6543527617543113,0.9745487698769106,0.9438962877342095,0.9455710651275608
btad,1,8,TRI_J,3,0.6609168834657075,0.9748494638946946,0.9621256287140417,0.9580090149881091
btad,1,8,BAL_J,3,0.6669511318654036,0.9754395550981717,0.9531917473364769,0.955277216810069
btad,1,8,DUP_J,3,0.6419974453928778,0.973611361696673,0.9465825059275795,0.9449356546335143
btad,1,8,DUP_BAL_J,3,0.6543527617543113,0.9745487698769106,0.9438962877342095,0.9455710651275608
btad,1,8,DUP_EXPECTED_J,3,0.6419974453928778,0.973611361696673,0.9465825059275795,0.9449356546335143
btad,1,8,A1_L,3,0.6583399709102278,0.9750284137545089,0.9509346098394547,0.9538484044024114
btad,1,8,DUP_L,3,0.6450870368400885,0.9740178045119755,0.949282313857994,0.9504091074292668
btad,1,8,TRI_L,3,0.6614345412389221,0.9752108698974801,0.9603916577517513,0.9514100910979956
btad,1,8,BAL_L,3,0.6682396109216914,0.9758442881220363,0.9581595715854565,0.9517098216754762
