dataset,seed,shot,contrast,category,point_delta,direction
btad,0,2,TRI_L - TRI_J,02,0.008620151733921055,positive
btad,0,2,TRI_L - TRI_J,03,0.008471361088137064,positive
btad,0,2,TRI_L - TRI_J,__macro__,0.005942639679559325,positive
btad,0,2,BAL_L - BAL_J,01,0.004518525735302981,positive
btad,0,2,BAL_L - BAL_J,02,0.01057156656064051,positive
btad,0,2,BAL_L - BAL_J,03,0.011507992460916161,positive
btad,0,2,BAL_L - BAL_J,__macro__,0.00886602825228655,positive
btad,0,2,DUP_L - DUP_J,01,0.005877302210635427,positive
btad,0,2,DUP_L - DUP_J,02,0.006481143134719924,positive
btad,0,2,DUP_L - DUP_J,03,0.008352276800866587,positive
btad,0,2,DUP_L - DUP_J,__macro__,0.006903574048740646,positive
btad,0,2,DUP_J - A1_J,01,-0.01196251635100587,negative
btad,0,2,DUP_J - A1_J,02,-0.012051975233999812,negative
btad,0,2,DUP_J - A1_J,03,0.003224754339714697,positive
btad,0,2,DUP_J - A1_J,__macro__,-0.006929912415096995,negative
btad,0,2,TRI_J - DUP_J,01,-0.025085769646576273,negative
btad,0,2,TRI_J - DUP_J,02,0.04448192077485191,positive
btad,0,2,TRI_J - DUP_J,03,0.010943821960640698,positive
btad,0,2,TRI_J - DUP_J,__macro__,0.010113324362972112,positive
btad,0,2,TRI_L - DUP_L,01,-0.030226665640591843,negative
btad,0,2,TRI_L - DUP_L,02,0.046620929374053044,positive
btad,0,2,TRI_L - DUP_L,03,0.011062906247911175,positive
btad,0,2,TRI_L - DUP_L,__macro__,0.009152389993790791,positive
btad,0,2,BAL_J - A1_J,01,-0.021440147852765268,negative
btad,0,2,BAL_J - A1_J,02,0.03676378618713594,positive
btad,0,2,BAL_J - A1_J,03,0.0020009208839427695,positive
btad,0,2,BAL_J - A1_J,__macro__,0.005774853072771147,positive
btad,0,2,BAL_L - A1_L,01,-0.024860996367576216,negative
btad,0,2,BAL_L - A1_L,02,0.037917628029996875,positive
btad,0,2,BAL_L - A1_L,03,-0.0012311004220758592,negative
btad,0,2,BAL_L - A1_L,__macro__,0.0039418437467816,positive
btad,0,4,A1_L - A1_J,01,0.00942212238961948,positive
btad,0,4,A1_L - A1_J,02,0.009035130147001635,positive
btad,0,4,A1_L - A1_J,03,0.015281639234819733,positive
btad,0,4,A1_L - A1_J,__macro__,0.01124629725714695,positive
btad,0,4,TRI_L - TRI_J,01,-0.0003593659852574316,negative
btad,0,4,TRI_L - TRI_J,02,0.0062666732910288125,positive
btad,0,4,TRI_L - TRI_J,03,0.0065787517745526936,positive
btad,0,4,TRI_L - TRI_J,__macro__,0.0041620196934413585,positive
btad,0,4,BAL_L - BAL_J,01,0.004156712057990397,positive
btad,0,4,BAL_L - BAL_J,02,0.008184861075132832,positive
btad,0,4,BAL_L - BAL_J,03,0.011792773698974357,positive
btad,0,4,BAL_L - BAL_J,__macro__,0.008044782277365862,positive
btad,0,4,DUP_L - DUP_J,01,0.007249555378007866,positive
btad,0,4,DUP_L - DUP_J,02,0.006422076290281908,positive
btad,0,4,DUP_L - DUP_J,03,0.008004053695608748,positive
btad,0,4,DUP_L - DUP_J,__macro__,0.007225228454632841,positive
btad,0,4,DUP_J - A1_J,01,-0.009536966125672564,negative
btad,0,4,DUP_J - A1_J,02,-0.012402464216044407,negative
btad,0,4,DUP_J - A1_J,03,0.000542050990475329,positive
btad,0,4,DUP_J - A1_J,__macro__,-0.007132459783747214,negative
btad,0,4,TRI_J - DUP_J,01,-0.01768594447207894,negative
btad,0,4,TRI_J - DUP_J,02,0.04337443025362753,positive
btad,0,4,TRI_J - DUP_J,03,0.005727712304821941,positive
btad,0,4,TRI_J - DUP_J,__macro__,0.010472066028790175,positive
btad,0,4,TRI_L - DUP_L,01,-0.025294865835344238,negative
btad,0,4,TRI_L - DUP_L,02,0.04321902725437443,positive
btad,0,4,TRI_L - DUP_L,03,0.004302410383765887,positive
btad,0,4,TRI_L - DUP_L,__macro__,0.007408857267598694,positive
btad,0,4,BAL_J - A1_J,01,-0.01703717208836364,negative
btad,0,4,BAL_J - A1_J,02,0.036092800141776626,positive
btad,0,4,BAL_J - A1_J,03,-0.0027083678822480417,negative
btad,0,4,BAL_J - A1_J,__macro__,0.005449086723721648,positive
btad,0,4,BAL_L - A1_L,01,-0.022302582419992723,negative
btad,0,4,BAL_L - A1_L,02,0.03524253106990782,positive
btad,0,4,BAL_L - A1_L,03,-0.0061972334180934174,negative
btad,0,4,BAL_L - A1_L,__macro__,0.002247571743940561,positive
btad,0,8,A1_L - A1_J,01,0.009039806455245047,positive
btad,0,8,A1_L - A1_J,02,0.008566642514925338,positive
btad,0,8,A1_L - A1_J,03,0.008858599577360349,positive
btad,0,8,A1_L - A1_J,__macro__,0.008821682849176912,positive
btad,0,8,TRI_L - TRI_J,01,0.0024119268114115577,positive
btad,0,8,TRI_L - TRI_J,02,0.00560157005541817,positive
btad,0,8,TRI_L - TRI_J,03,0.0038603155878103035,positive
btad,0,8,TRI_L - TRI_J,__macro__,0.00395793748488001,positive
btad,0,8,BAL_L - BAL_J,01,0.004495164185866596,positive
btad,0,8,BAL_L - BAL_J,02,0.008633965743204852,positive
btad,0,8,BAL_L - BAL_J,03,0.004627599451691222,positive
btad,0,8,BAL_L - BAL_J,__macro__,0.005918909793587557,positive
btad,0,8,DUP_L - DUP_J,01,0.00699497380554337,positive
btad,0,8,DUP_L - DUP_J,02,0.005800876987876347,positive
btad,0,8,DUP_L - DUP_J,03,0.006602509900085818,positive
btad,0,8,DUP_L - DUP_J,__macro__,0.006466120231168511,positive
btad,0,8,DUP_J - A1_J,01,-0.004917948563750385,negative
btad,0,8,DUP_J - A1_J,02,-0.015157394186725459,negative
btad,0,8,DUP_J - A1_J,03,-0.004882377378207847,negative
btad,0,8,DUP_J - A1_J,__macro__,-0.008319240042894563,negative
btad,0,8,TRI_J - DUP_J,01,-0.019922846996647037,negative
btad,0,8,TRI_J - DUP_J,02,0.04562140983938767,positive
btad,0,8,TRI_J - DUP_J,03,-0.0008902438326479079,negative
btad,0,8,TRI_J - DUP_J,__macro__,0.00826943967003091,positive
btad,0,8,TRI_L - DUP_L,01,-0.02450589399077885,negative
btad,0,8,TRI_L - DUP_L,02,0.045422102906929496,positive
btad,0,8,TRI_L - DUP_L,03,-0.003632438144923422,negative
btad,0,8,TRI_L - DUP_L,__macro__,0.005761256923742408,positive
btad,0,8,BAL_J - A1_J,01,-0.018640460149455862,negative
btad,0,8,BAL_J - A1_J,02,0.0373804292578821,positive
btad,0,8,BAL_J - A1_J,03,-0.00749421559360941,negative
btad,0,8,BAL_J - A1_J,__macro__,0.003748584504938942,positive
btad,0,8,BAL_L - A1_L,01,-0.023185102418834314,negative
btad,0,8,BAL_L - A1_L,02,0.03744775248616161,positive
btad,0,8,BAL_L - A1_L,03,-0.011725215719278537,negative
btad,0,8,BAL_L - A1_L,__macro__,0.0008458114493495872,positive
btad,1,1,A1_L - A1_J,01,0.003380779402127332,positive
btad,1,1,A1_L - A1_J,02,0.009696024605695186,positive
btad,1,1,A1_L - A1_J,03,0.011465562381062333,positive
btad,1,1,A1_L - A1_J,__macro__,0.00818078879629495,positive
btad,1,1,TRI_L - TRI_J,01,0.006612243267472784,positive
btad,1,1,TRI_L - TRI_J,02,0.010351524460628259,positive
btad,1,1,TRI_L - TRI_J,03,0.008885918530061265,positive
btad,1,1,TRI_L - TRI_J,__macro__,0.008616562086054103,positive
btad,1,1,BAL_L - BAL_J,01,0.007689971265444351,positive
btad,1,1,BAL_L - BAL_J,02,0.011300075259467857,positive
btad,1,1,BAL_L - BAL_J,03,0.010581767034055112,positive
btad,1,1,BAL_L - BAL_J,__macro__,0.00985727118632244,positive
btad,1,1,DUP_L - DUP_J,01,0.0028173927976251623,positive
btad,1,1,DUP_L - DUP_J,02,0.0072612406151495446,positive
btad,1,1,DUP_L - DUP_J,03,0.007903054625644557,positive
btad,1,1,DUP_L - DUP_J,__macro__,0.005993896012806421,positive
btad,1,1,DUP_J - A1_J,01,-0.008917279143853651,negative
btad,1,1,DUP_J - A1_J,02,-0.016043353371636315,negative
btad,1,1,DUP_J - A1_J,03,-0.006702595818363299,negative
btad,1,1,DUP_J - A1_J,__macro__,-0.010554409444617755,negative
btad,1,1,TRI_J - DUP_J,01,-0.025404862585863608,negative
btad,1,1,TRI_J - DUP_J,02,0.060967606228307436,positive
btad,1,1,TRI_J - DUP_J,03,0.010258322065018755,positive
btad,1,1,TRI_J - DUP_J,__macro__,0.015273688569154195,positive
btad,1,1,TRI_L - DUP_L,01,-0.021610012116015986,negative
btad,1,1,TRI_L - DUP_L,02,0.06405789007378615,positive
btad,1,1,TRI_L - DUP_L,03,0.011241185969435463,positive
btad,1,1,TRI_L - DUP_L,__macro__,0.017896354642401874,positive
btad,1,1,BAL_J - A1_J,01,-0.024140339894336393,negative
btad,1,1,BAL_J - A1_J,02,0.05131417907353886,positive
btad,1,1,BAL_J - A1_J,03,0.001007872638804752,positive
btad,1,1,BAL_J - A1_J,__macro__,0.009393903939335738,positive
btad,1,1,BAL_L - A1_L,01,-0.019831148031019374,negative
btad,1,1,BAL_L - A1_L,02,0.05291822972731153,positive
btad,1,1,BAL_L - A1_L,03,0.0001240772917975308,positive
btad,1,1,BAL_L - A1_L,__macro__,0.011070386329363227,positive
btad,1,2,A1_L - A1_J,01,0.0028455094854958896,positive
btad,1,2,A1_L - A1_J,02,0.011765495026686112,positive
btad,1,2,A1_L - A1_J,03,0.00851908612892427,positive
btad,1,2,A1_L - A1_J,__macro__,0.00771003021370209,positive
btad,1,2,TRI_L - TRI_J,01,0.008330670275907726,positive
btad,1,2,TRI_L - TRI_J,02,0.008095677476021579,positive
btad,1,2,TRI_L - TRI_J,03,0.00735787979369007,positive
btad,1,2,TRI_L - TRI_J,__macro__,0.007928075848539792,positive
btad,1,2,BAL_L - BAL_J,01,0.009839916011448513,positive
btad,1,2,BAL_L - BAL_J,02,0.009115879817349737,positive
btad,1,2,BAL_L - BAL_J,03,0.00803632173354385,positive
btad,1,2,BAL_L - BAL_J,__macro__,0.0089973725207807,positive
btad,1,2,DUP_L - DUP_J,01,0.0020534155045417446,positive
btad,1,2,DUP_L - DUP_J,02,0.009632440326925784,positive
btad,1,2,DUP_L - DUP_J,03,0.005607566022468258,positive
btad,1,2,DUP_L - DUP_J,__macro__,0.0057644739513119285,positive
btad,1,2,DUP_J - A1_J,01,-0.008371102527427898,negative
btad,1,2,DUP_J - A1_J,02,-0.016353201950778495,negative
btad,1,2,DUP_J - A1_J,03,-0.008860988988461771,negative
btad,1,2,DUP_J - A1_J,__macro__,-0.011195097822222722,negative
btad,1,2,TRI_J - DUP_J,01,-0.0197977406924007,negative
btad,1,2,TRI_J - DUP_J,02,0.061075828189849024,positive
btad,1,2,TRI_J - DUP_J,03,0.0038124921955461355,positive
btad,1,2,TRI_J - DUP_J,__macro__,0.015030193230998154,positive
btad,1,2,TRI_L - DUP_L,01,-0.01352048592103472,negative
btad,1,2,TRI_L - DUP_L,02,0.05953906533894482,positive
btad,1,2,TRI_L - DUP_L,03,0.0055628059667679475,positive
btad,1,2,TRI_L - DUP_L,__macro__,0.017193795128226014,positive
btad,1,2,BAL_J - A1_J,01,-0.020917235827298764,negative
btad,1,2,BAL_J - A1_J,02,0.05134776276575059,positive
btad,1,2,BAL_J - A1_J,03,-0.005100956543180768,negative
btad,1,2,BAL_J - A1_J,__macro__,0.00844319013175702,positive
btad,1,2,BAL_L - A1_L,01,-0.01392282930134614,negative
btad,1,2,BAL_L - A1_L,02,0.04869814755641422,positive
btad,1,2,BAL_L - A1_L,03,-0.0055837209385611875,negative
btad,1,2,BAL_L - A1_L,__macro__,0.00973053243883563,positive
btad,1,4,A1_L - A1_J,01,0.0029012637472154434,positive
btad,1,4,A1_L - A1_J,02,0.007877843496790438,positive
btad,1,4,A1_L - A1_J,03,0.00889278263043436,positive
btad,1,4,A1_L - A1_J,__macro__,0.0065572966248134135,positive
btad,1,4,TRI_L - TRI_J,01,0.003343828325647391,positive
btad,1,4,TRI_L - TRI_J,02,0.00010112594480204962,positive
btad,1,4,TRI_L - TRI_J,03,0.008041546846453085,positive
btad,1,4,TRI_L - TRI_J,__macro__,0.003828833705634175,positive
btad,1,4,BAL_L - BAL_J,01,0.003710947707554202,positive
btad,1,4,BAL_L - BAL_J,02,0.0009222861505445712,positive
btad,1,4,BAL_L - BAL_J,03,0.010404756822408712,positive
btad,1,4,BAL_L - BAL_J,__macro__,0.005012663560169162,positive
btad,1,4,DUP_L - DUP_J,01,0.002150365094091833,positive
btad,1,4,DUP_L - DUP_J,02,0.007347804285569692,positive
btad,1,4,DUP_L - DUP_J,03,0.003798436613070555,positive
btad,1,4,DUP_L - DUP_J,__macro__,0.00443220199757736,positive
btad,1,4,DUP_J - A1_J,01,-0.007094903104770234,negative
btad,1,4,DUP_J - A1_J,02,-0.020712261296081835,negative
btad,1,4,DUP_J - A1_J,03,-0.004577635942127234,negative
btad,1,4,DUP_J - A1_J,__macro__,-0.010794933447659768,negative
btad,1,4,TRI_J - DUP_J,01,-0.01830415569686039,negative
btad,1,4,TRI_J - DUP_J,02,0.07674390205808401,positive
btad,1,4,TRI_J - DUP_J,03,0.005212133301356836,positive
btad,1,4,TRI_J - DUP_J,__macro__,0.02121729322086015,positive
btad,1,4,TRI_L - DUP_L,01,-0.017110692465304833,negative
btad,1,4,TRI_L - DUP_L,02,0.06949722371731637,positive
btad,1,4,TRI_L - DUP_L,03,0.009455243534739366,positive
btad,1,4,TRI_L - DUP_L,__macro__,0.020613924928916966,positive
btad,1,4,BAL_J - A1_J,01,-0.018064696749273024,negative
btad,1,4,BAL_J - A1_J,02,0.0646386339111491,positive
btad,1,4,BAL_J - A1_J,03,-0.0029449150935948465,negative
btad,1,4,BAL_J - A1_J,__macro__,0.014543007356093743,positive
btad,1,4,BAL_L - A1_L,01,-0.017255012788934265,negative
btad,1,4,BAL_L - A1_L,02,0.057683076564903235,positive
btad,1,4,BAL_L - A1_L,03,-0.0014329409016204941,negative
btad,1,4,BAL_L - A1_L,__macro__,0.012998374291449491,positive
btad,1,8,A1_L - A1_J,01,0.002188161981600323,positive
btad,1,8,A1_L - A1_J,02,0.0035776600542274384,positive
btad,1,8,A1_L - A1_J,03,0.006195805431921775,positive
btad,1,8,A1_L - A1_J,__macro__,0.003987209155916512,positive
btad,1,8,TRI_L - TRI_J,01,0.0007616495007068957,positive
btad,1,8,TRI_L - TRI_J,02,-0.0031759712954053665,negative
btad,1,8,TRI_L - TRI_J,03,0.003967295114342129,positive
btad,1,8,TRI_L - TRI_J,__macro__,0.0005176577732145526,positive
btad,1,8,BAL_L - BAL_J,01,0.001768114617219263,positive
btad,1,8,BAL_L - BAL_J,02,-0.002460269844729912,negative
btad,1,8,BAL_L - BAL_J,03,0.004557592396373988,positive
btad,1,8,BAL_L - BAL_J,__macro__,0.0012884790562877797,positive
btad,1,8,DUP_L - DUP_J,01,0.0020521955670067538,positive
btad,1,8,DUP_L - DUP_J,02,0.004168445683405797,positive
btad,1,8,DUP_L - DUP_J,03,0.0030481330912195403,positive
btad,1,8,DUP_L - DUP_J,__macro__,0.003089591447210697,positive
btad,1,8,DUP_J - A1_J,01,-0.007626590086595164,negative
btad,1,8,DUP_J - A1_J,02,-0.02108655467254139,negative
btad,1,8,DUP_J - A1_J,03,-0.008352804325163943,negative
btad,1,8,DUP_J - A1_J,__macro__,-0.0123553163614335,negative
btad,1,8,TRI_J - DUP_J,01,-0.02048758265823858,negative
btad,1,8,TRI_J - DUP_J,02,0.07369457696433901,positive
btad,1,8,TRI_J - DUP_J,03,0.003551319912388662,positive
btad,1,8,TRI_J - DUP_J,__macro__,0.018919438072829697,positive
btad,1,8,TRI_L - DUP_L,01,-0.021778128724538437,negative
btad,1,8,TRI_L - DUP_L,02,0.06635015998552785,positive
btad,1,8,TRI_L - DUP_L,03,0.00447048193551125,positive
btad,1,8,TRI_L - DUP_L,__macro__,0.016347504398833552,positive
btad,1,8,BAL_J - A1_J,01,-0.020260209060310563,negative
btad,1,8,BAL_J - A1_J,02,0.061532603095098226,positive
btad,1,8,BAL_J - A1_J,03,-0.0034772837015107916,negative
btad,1,8,BAL_J - A1_J,__macro__,0.012598370111092291,positive
btad,1,8,BAL_L - A1_L,01,-0.020680256424691623,negative
btad,1,8,BAL_L - A1_L,02,0.055494673196140876,positive
btad,1,8,BAL_L - A1_L,03,-0.005115496737058578,negative
btad,1,8,BAL_L - A1_L,__macro__,0.009899640011463559,positive
mpdd,0,1,A1_L - A1_J,bracket_black,-0.0009280009922710292,negative
mpdd,0,1,A1_L - A1_J,bracket_brown,0.004232743856279052,positive
mpdd,0,1,A1_L - A1_J,bracket_white,0.009356288125184103,positive
mpdd,0,1,A1_L - A1_J,connector,0.005267173756574345,positive
mpdd,0,1,A1_L - A1_J,metal_plate,-0.002072013689501717,negative
mpdd,0,1,A1_L - A1_J,tubes,0.007897063260321913,positive
mpdd,0,1,A1_L - A1_J,__macro__,0.003958875719431112,positive
mpdd,0,1,TRI_L - TRI_J,bracket_black,-0.00040789773991574754,negative
mpdd,0,1,TRI_L - TRI_J,bracket_brown,0.0033076603105771304,positive
mpdd,0,1,TRI_L - TRI_J,bracket_white,0.0018934817079989952,positive
mpdd,0,1,TRI_L - TRI_J,connector,0.010510425338151025,positive
mpdd,0,1,TRI_L - TRI_J,metal_plate,0.0065058892293975434,positive
mpdd,0,1,TRI_L - TRI_J,tubes,0.012424370997936807,positive
mpdd,0,1,TRI_L - TRI_J,__macro__,0.005705654974024292,positive
mpdd,0,1,BAL_L - BAL_J,bracket_black,-0.0006646883601874355,negative
mpdd,0,1,BAL_L - BAL_J,bracket_brown,0.004494385894771705,positive
mpdd,0,1,BAL_L - BAL_J,bracket_white,0.0027985298432796346,positive
mpdd,0,1,BAL_L - BAL_J,connector,0.014382570540586809,positive
mpdd,0,1,BAL_L - BAL_J,metal_plate,0.005497413319146105,positive
mpdd,0,1,BAL_L - BAL_J,tubes,0.018004636542854113,positive
mpdd,0,1,BAL_L - BAL_J,__macro__,0.007418807963408489,positive
mpdd,0,1,DUP_L - DUP_J,bracket_black,-0.0008691209399493034,negative
mpdd,0,1,DUP_L - DUP_J,bracket_brown,0.002889613396062786,positive
mpdd,0,1,DUP_L - DUP_J,bracket_white,0.004278469394718265,positive
mpdd,0,1,DUP_L - DUP_J,connector,0.00446601484796226,positive
mpdd,0,1,DUP_L - DUP_J,metal_plate,-0.003512454511943819,negative
mpdd,0,1,DUP_L - DUP_J,tubes,0.0029438046959462394,positive
mpdd,0,1,DUP_L - DUP_J,__macro__,0.0016993878137994047,positive
mpdd,0,1,DUP_J - A1_J,bracket_black,0.0024452959494448735,positive
mpdd,0,1,DUP_J - A1_J,bracket_brown,0.0011817792086351933,positive
mpdd,0,1,DUP_J - A1_J,bracket_white,-0.0008798553893244326,negative
mpdd,0,1,DUP_J - A1_J,connector,-0.022139092582737357,negative
mpdd,0,1,DUP_J - A1_J,metal_plate,-0.037246563410961664,negative
mpdd,0,1,DUP_J - A1_J,tubes,-0.011523981333436129,negative
mpdd,0,1,DUP_J - A1_J,__macro__,-0.011360402926396585,negative
mpdd,0,1,TRI_J - DUP_J,bracket_black,-0.0018164463314852483,negative
mpdd,0,1,TRI_J - DUP_J,bracket_brown,0.004493655398222392,positive
mpdd,0,1,TRI_J - DUP_J,bracket_white,0.017973434670670738,positive
mpdd,0,1,TRI_J - DUP_J,connector,0.01244542497493753,positive
mpdd,0,1,TRI_J - DUP_J,metal_plate,0.029865953914849253,positive
mpdd,0,1,TRI_J - DUP_J,tubes,-0.028555295371815115,negative
mpdd,0,1,TRI_J - DUP_J,__macro__,0.005734454542563258,positive
mpdd,0,1,TRI_L - DUP_L,bracket_black,-0.0013552231314516924,negative
mpdd,0,1,TRI_L - DUP_L,bracket_brown,0.004911702312736736,positive
mpdd,0,1,TRI_L - DUP_L,bracket_white,0.015588446983951468,positive
mpdd,0,1,TRI_L - DUP_L,connector,0.018489835465126295,positive
mpdd,0,1,TRI_L - DUP_L,metal_plate,0.039884297656190615,positive
mpdd,0,1,TRI_L - DUP_L,tubes,-0.019074729069824548,negative
mpdd,0,1,TRI_L - DUP_L,__macro__,0.009740721702788146,positive
mpdd,0,1,BAL_J - A1_J,bracket_black,-0.0010379261938484059,negative
mpdd,0,1,BAL_J - A1_J,bracket_brown,0.0034219429773244964,positive
mpdd,0,1,BAL_J - A1_J,bracket_white,0.012335757135532893,positive
mpdd,0,1,BAL_J - A1_J,connector,0.007919809691385782,positive
mpdd,0,1,BAL_J - A1_J,metal_plate,0.021302511837085536,positive
mpdd,0,1,BAL_J - A1_J,tubes,-0.029449743432207298,negative
mpdd,0,1,BAL_J - A1_J,__macro__,0.002415392002545501,positive
mpdd,0,1,BAL_L - A1_L,bracket_black,-0.0007746135617648121,negative
mpdd,0,1,BAL_L - A1_L,bracket_brown,0.0036835850158171493,positive
mpdd,0,1,BAL_L - A1_L,bracket_white,0.005777998853628424,positive
mpdd,0,1,BAL_L - A1_L,connector,0.017035206475398246,positive
mpdd,0,1,BAL_L - A1_L,metal_plate,0.028871938845733358,positive
mpdd,0,1,BAL_L - A1_L,tubes,-0.019342170149675098,negative
mpdd,0,1,BAL_L - A1_L,__macro__,0.005875324246522877,positive
mpdd,0,2,A1_L - A1_J,bracket_black,-0.00020845172650938402,negative
mpdd,0,2,A1_L - A1_J,bracket_brown,0.005729504518146744,positive
mpdd,0,2,A1_L - A1_J,bracket_white,0.002427244466485165,positive
mpdd,0,2,A1_L - A1_J,connector,0.02875336912907256,positive
mpdd,0,2,A1_L - A1_J,metal_plate,-0.011574354995038227,negative
mpdd,0,2,A1_L - A1_J,tubes,0.007971857066414678,positive
mpdd,0,2,A1_L - A1_J,__macro__,0.005516528076428589,positive
mpdd,0,2,TRI_L - TRI_J,bracket_black,0.00038859174895342075,positive
mpdd,0,2,TRI_L - TRI_J,bracket_brown,0.004152526514545035,positive
mpdd,0,2,TRI_L - TRI_J,bracket_white,-0.0029474842863350392,negative
mpdd,0,2,TRI_L - TRI_J,connector,0.02746597541915191,positive
mpdd,0,2,TRI_L - TRI_J,metal_plate,-0.00406943907806645,negative
mpdd,0,2,TRI_L - TRI_J,tubes,0.01423376960577516,positive
mpdd,0,2,TRI_L - TRI_J,__macro__,0.006537323320670673,positive
mpdd,0,2,BAL_L - BAL_J,bracket_black,-0.000409939802075817,negative
mpdd,0,2,BAL_L - BAL_J,bracket_brown,0.004875421052750767,positive
mpdd,0,2,BAL_L - BAL_J,bracket_white,0.005903021663490549,positive
mpdd,0,2,BAL_L - BAL_J,connector,0.03522439212159212,positive
mpdd,0,2,BAL_L - BAL_J,metal_plate,-0.0043954552345221165,negative
mpdd,0,2,BAL_L - BAL_J,tubes,0.02057167363965129,positive
mpdd,0,2,BAL_L - BAL_J,__macro__,0.010294852240147798,positive
mpdd,0,2,DUP_L - DUP_J,bracket_black,-3.689376658386548e-05,negative
mpdd,0,2,DUP_L - DUP_J,bracket_brown,0.0036562961553525328,positive
mpdd,0,2,DUP_L - DUP_J,bracket_white,-0.0014780665430855766,negative
mpdd,0,2,DUP_L - DUP_J,connector,0.013150413086301882,positive
mpdd,0,2,DUP_L - DUP_J,metal_plate,-0.01184908605111501,negative
mpdd,0,2,DUP_L - DUP_J,tubes,0.0029568569945569445,positive
mpdd,0,2,DUP_L - DUP_J,__macro__,0.0010665866459044846,positive
mpdd,0,2,DUP_J - A1_J,bracket_black,0.005424370728797376,positive
mpdd,0,2,DUP_J - A1_J,bracket_brown,0.0019520391162652848,positive
mpdd,0,2,DUP_J - A1_J,bracket_white,-0.005370287177199284,negative
mpdd,0,2,DUP_J - A1_J,connector,-0.0020446960616529175,negative
mpdd,0,2,DUP_J - A1_J,metal_plate,-0.04005500652294958,negative
mpdd,0,2,DUP_J - A1_J,tubes,-0.010612244448691577,negative
mpdd,0,2,DUP_J - A1_J,__macro__,-0.008450970727571783,negative
mpdd,0,2,TRI_J - DUP_J,bracket_black,-0.0020110017556193883,negative
mpdd,0,2,TRI_J - DUP_J,bracket_brown,0.0019807467777319746,positive
mpdd,0,2,TRI_J - DUP_J,bracket_white,0.043756668572793395,positive
mpdd,0,2,TRI_J - DUP_J,connector,-0.04919216111312208,negative
mpdd,0,2,TRI_J - DUP_J,metal_plate,0.033512339939166025,positive
mpdd,0,2,TRI_J - DUP_J,tubes,-0.034341752604640785,negative
mpdd,0,2,TRI_J - DUP_J,__macro__,-0.001049193363948477,negative
mpdd,0,2,TRI_L - DUP_L,bracket_black,-0.0015855162400821021,negative
mpdd,0,2,TRI_L - DUP_L,bracket_brown,0.002476977136924477,positive
mpdd,0,2,TRI_L - DUP_L,bracket_white,0.04228725082954393,positive
mpdd,0,2,TRI_L - DUP_L,connector,-0.03487659878027205,negative
mpdd,0,2,TRI_L - DUP_L,metal_plate,0.041291986912214584,positive
mpdd,0,2,TRI_L - DUP_L,tubes,-0.02306483999342257,negative
