dataset,seed,shot,contrast,dropped_category,remaining_macro_delta,mean_delta,ci_low,ci_high,n_replicates,sign_flip
btad,0,1,TRI_J - DUP_J,02,0.009231549416307772,0.008710199414202941,-0.004836045309748257,0.02151264656114762,1000,False
btad,0,1,TRI_J - DUP_J,03,0.017985590047795208,0.018649738894733238,0.006747774693361517,0.030538430371984324,1000,False
btad,0,1,TRI_L - DUP_L,01,0.042670327056227586,0.04251718071356079,0.024908994155031536,0.05805415525306285,1000,False
btad,0,1,TRI_L - DUP_L,02,0.010591641896582349,0.010378608825306855,-0.0038044734898065717,0.023176265048257545,1000,False
btad,0,1,TRI_L - DUP_L,03,0.020455007354439336,0.021409534585829733,0.009533263138751955,0.03314191180177344,1000,False
btad,0,1,BAL_J - A1_J,01,0.03290691901216697,0.03297418255319366,0.018460618713375627,0.04733063080511874,1000,False
btad,0,1,BAL_J - A1_J,02,0.004319028785745638,0.004114577593478721,-0.008540668342068443,0.016113615309608732,1000,False
btad,0,1,BAL_J - A1_J,03,0.0136855827143198,0.01423548284405097,0.004578202317336079,0.024316644118517992,1000,False
btad,0,1,BAL_L - A1_L,01,0.03023435999716928,0.030220366717600967,0.014834170923456144,0.0446833845738938,1000,False
btad,0,1,BAL_L - A1_L,02,0.0038023793024471453,0.0038418173706417794,-0.009268877876203594,0.016293620005320787,1000,False
btad,0,1,BAL_L - A1_L,03,0.016473459216593433,0.017313921267286904,0.007709485161295697,0.02727698841446338,1000,False
btad,0,2,A1_L - A1_J,01,0.012078869242357182,0.012405267908123244,0.008626941129348888,0.01780235048865731,1000,False
btad,0,2,A1_L - A1_J,02,0.01133969400852436,0.011644495047775927,0.008020143019104304,0.017055981833713575,1000,False
btad,0,2,A1_L - A1_J,03,0.008678549483946751,0.008751700477763706,0.007099061625456031,0.010687074264541194,1000,False
btad,0,2,TRI_L - TRI_J,01,0.00854575641102906,0.008756242127900533,0.00594985291651943,0.012244206583620956,1000,False
btad,0,2,TRI_L - TRI_J,02,0.00460388365237846,0.005129179150770604,0.0006907377344773757,0.010371895262432273,1000,False
btad,0,2,TRI_L - TRI_J,03,0.004678278975270456,0.005119235735103553,0.001215819948086863,0.009708240758593448,1000,False
btad,0,2,BAL_L - BAL_J,01,0.011039779510778336,0.011488288896935334,0.007755981804750617,0.016628828069984097,1000,False
btad,0,2,BAL_L - BAL_J,02,0.00801325909810957,0.008757436988135378,0.003741449167410713,0.0151659527722276,1000,False
btad,0,2,BAL_L - BAL_J,03,0.007545046147971746,0.00797143912351848,0.0042754808852157765,0.012419245170580044,1000,False
btad,0,2,DUP_L - DUP_J,01,0.007416709967793256,0.007538640830909058,0.00556626725675029,0.01003603895449344,1000,False
btad,0,2,DUP_L - DUP_J,02,0.007114789505751007,0.007216697119798757,0.005132558328940537,0.009698993670010928,1000,False
btad,0,2,DUP_L - DUP_J,03,0.0061792226726776756,0.0062612759408017865,0.004972991895422332,0.0077166749551753,1000,False
btad,0,2,DUP_J - A1_J,01,-0.0044136104471425575,-0.0038230891470491415,-0.010827128048409166,0.0056127099686775535,1000,False
btad,0,2,DUP_J - A1_J,02,-0.004368881005645586,-0.0037196213317392214,-0.010498390424027422,0.005147989096736878,1000,False
btad,0,2,DUP_J - A1_J,03,-0.01200724579250284,-0.012151343803521055,-0.017014491284884393,-0.00752322128369923,1000,False
btad,0,2,TRI_J - DUP_J,01,0.027712871367746306,0.027984669071966402,0.014684865024613237,0.04054812105968519,1000,False
btad,0,2,TRI_J - DUP_J,02,-0.007070973842967787,-0.007021652309569598,-0.01719282132591407,0.002144578236364576,1000,False
btad,0,2,TRI_J - DUP_J,03,0.00969807556413782,0.010412953758785218,-0.00034998017839412684,0.022020221982698648,1000,False
btad,0,2,TRI_L - DUP_L,01,0.02884191781098211,0.02920227036895788,0.016103096069413667,0.04186540405629035,1000,False
btad,0,2,TRI_L - DUP_L,02,-0.009581879696340334,-0.00910917027859775,-0.018977650730950948,0.0009599935431570301,1000,False
btad,0,2,TRI_L - DUP_L,03,0.0081971318667306,0.009270913553086985,-0.0021424177882976626,0.021353462774703156,1000,False
btad,0,2,BAL_J - A1_J,01,0.019382353535539354,0.01980279969237646,0.008019000406096627,0.03183697922073785,1000,False
btad,0,2,BAL_J - A1_J,02,-0.00971961348441125,-0.00948468537909856,-0.018941638986374076,-7.713553373549247e-05,1000,False
btad,0,2,BAL_J - A1_J,03,0.007661819167185335,0.008224622826750625,-0.0011216117484457331,0.01760673515457657,1000,False
btad,0,2,BAL_L - A1_L,01,0.018343263803960508,0.018885820681188548,0.007312842681065238,0.030592310376360825,1000,False
btad,0,2,BAL_L - A1_L,02,-0.013046048394826038,-0.012371743438739105,-0.022090006037017718,-0.002740571031839629,1000,False
btad,0,2,BAL_L - A1_L,03,0.0065283158312103295,0.0074443614725054,-0.0021245650108580884,0.01693786194477397,1000,False
btad,0,4,A1_L - A1_J,01,0.012158384690910684,0.012567288715501836,0.008751963213904203,0.018290643684790633,1000,False
btad,0,4,A1_L - A1_J,02,0.012351880812219607,0.012776743381459671,0.008808029082569653,0.018577752806322304,1000,False
btad,0,4,A1_L - A1_J,03,0.009228626268310558,0.009388676208280815,0.007418073001163102,0.011594399672339406,1000,False
btad,0,4,TRI_L - TRI_J,01,0.006422712532790753,0.006697145127536641,0.004148574523861951,0.009895876896063636,1000,False
btad,0,4,TRI_L - TRI_J,02,0.003109692894647631,0.0036524753682315963,-0.00021244240397519924,0.00793092870323418,1000,False
btad,0,4,TRI_L - TRI_J,03,0.0029536536528856905,0.003352149552463515,-2.2715852610846652e-05,0.007054311810956939,1000,False
btad,0,4,BAL_L - BAL_J,01,0.009988817387053595,0.01055978750021071,0.006590868253097307,0.01665709200796632,1000,False
btad,0,4,BAL_L - BAL_J,02,0.007974742878482377,0.008862579331458282,0.003589168288341989,0.015829392698036637,1000,False
btad,0,4,BAL_L - BAL_J,03,0.006170786566561615,0.006615983572338527,0.0028948112723582455,0.010910657543488836,1000,False
btad,0,4,DUP_L - DUP_J,01,0.007213064992945328,0.007390316481344598,0.005259039836221299,0.010172515216862991,1000,False
btad,0,4,DUP_L - DUP_J,02,0.007626804536808307,0.007701600593652472,0.005337557749505449,0.0105431715023487,1000,False
btad,0,4,DUP_L - DUP_J,03,0.006835815834144887,0.0069256621371383015,0.005448489967311729,0.008527425875874838,1000,False
btad,0,4,DUP_J - A1_J,01,-0.005930206612784539,-0.005515954931820143,-0.01164737283605461,0.0019684819785709172,1000,False
btad,0,4,DUP_J - A1_J,02,-0.004497457567598617,-0.003984205373428651,-0.009568383065820328,0.0032316718227650308,1000,False
btad,0,4,DUP_J - A1_J,03,-0.010969715170858485,-0.011083680557871485,-0.015655715652679144,-0.006644952031129988,1000,False
btad,0,4,TRI_J - DUP_J,01,0.024551071279224734,0.024876625572149626,0.013086717958174286,0.03675494485112537,1000,False
btad,0,4,TRI_J - DUP_J,02,-0.0059791160836284996,-0.006137999223328279,-0.016003785052868553,0.0028937784304897862,1000,False
btad,0,4,TRI_J - DUP_J,03,0.012844242890774293,0.013299120795262033,0.0026851457292593403,0.02515385543275624,1000,False
btad,0,4,TRI_L - DUP_L,01,0.02376071881907016,0.024183454218341664,0.011855333418544643,0.03645022008047924,1000,False
btad,0,4,TRI_L - DUP_L,02,-0.010496227725789176,-0.010187124448749155,-0.019636053053026712,-0.0013983379934913319,1000,False
btad,0,4,TRI_L - DUP_L,03,0.008962080709515097,0.009725608210587246,-0.001317215355204873,0.02163837564892311,1000,False
btad,0,4,BAL_J - A1_J,01,0.016692216129764292,0.01717339128256984,0.006677984451112598,0.028257132647131485,1000,False
btad,0,4,BAL_J - A1_J,02,-0.00987276998530584,-0.009680891628854073,-0.01910523175117388,-0.0009538252873051489,1000,False
btad,0,4,BAL_J - A1_J,03,0.009527814026706494,0.009970507690857328,0.0007333414656067975,0.01956866357563429,1000,False
btad,0,4,BAL_L - A1_L,01,0.014522648825907203,0.01516589006727871,0.0047421948165739395,0.025787712598149985,1000,False
btad,0,4,BAL_L - A1_L,02,-0.01424990791904307,-0.013595055678855463,-0.02239186714086574,-0.0050182096090900805,1000,False
btad,0,4,BAL_L - A1_L,03,0.00646997432495755,0.00719781505491504,-0.001899906638182881,0.017075419590637037,1000,False
btad,0,8,A1_L - A1_J,01,0.008712621046142843,0.008953688671235529,0.00595921966624881,0.012966875991595269,1000,False
btad,0,8,A1_L - A1_J,02,0.008949203016302698,0.009259666451258638,0.006348944694549707,0.013140453393314653,1000,False
btad,0,8,A1_L - A1_J,03,0.008803224485085193,0.008918423500090564,0.007082717108399608,0.011026041844000838,1000,False
btad,0,8,TRI_L - TRI_J,01,0.004730942821614237,0.0049219527123562385,0.0027271834577990497,0.007897355286347154,1000,False
btad,0,8,TRI_L - TRI_J,02,0.0031361211996109306,0.003693421410506755,0.0005882474687051706,0.007393424323586322,1000,False
btad,0,8,TRI_L - TRI_J,03,0.004006748433414864,0.004409556658891246,0.0014115269470980824,0.008033672160718515,1000,False
btad,0,8,BAL_L - BAL_J,01,0.006630782597448037,0.006839579075573984,0.004373062766204565,0.010029604803409232,1000,False
btad,0,8,BAL_L - BAL_J,02,0.004561381818778909,0.0051374332337102676,0.0016437097059911379,0.009471683002428526,1000,False
btad,0,8,BAL_L - BAL_J,03,0.006564564964535724,0.006949329398770294,0.0037378996205670186,0.011000044896168256,1000,False
btad,0,8,DUP_L - DUP_J,01,0.006201693443981082,0.006384050702556581,0.004009110915979772,0.009328118879301132,1000,False
btad,0,8,DUP_L - DUP_J,02,0.006798741852814594,0.006980914920331289,0.004567654970099704,0.009792807100143101,1000,False
btad,0,8,DUP_L - DUP_J,03,0.006397925396709858,0.006454094707701561,0.005075495341671746,0.007875028485831248,1000,False
btad,0,8,DUP_J - A1_J,01,-0.010019885782466653,-0.00992553768510552,-0.014865546313465403,-0.005042356008752638,1000,False
btad,0,8,DUP_J - A1_J,02,-0.004900162970979116,-0.004709723350361088,-0.009054111245644484,-0.00033932884743810945,1000,False
btad,0,8,DUP_J - A1_J,03,-0.010037671375237922,-0.010157388959457673,-0.014837386551396384,-0.005480220181497526,1000,False
btad,0,8,TRI_J - DUP_J,01,0.022365583003369882,0.022731724496922824,0.010662756905889751,0.034326771952339734,1000,False
btad,0,8,TRI_J - DUP_J,02,-0.010406545414647472,-0.01047495842630149,-0.01978785575069446,-0.0020775467250164843,1000,False
btad,0,8,TRI_J - DUP_J,03,0.012849281421370318,0.013332240124035263,0.002538102923412482,0.02463974392938694,1000,False
btad,0,8,TRI_L - DUP_L,01,0.020894832381003037,0.02126962650672248,0.009017329675158772,0.032607667251778376,1000,False
btad,0,8,TRI_L - DUP_L,02,-0.014069166067851135,-0.013762451936126024,-0.023188353169474703,-0.004638621182940846,1000,False
btad,0,8,TRI_L - DUP_L,03,0.010458104458075324,0.011287702075224946,0.00041615802899205585,0.023583848043628085,1000,False
btad,0,8,BAL_J - A1_J,01,0.014943106832136344,0.01558087382813667,0.005494901847827509,0.02519507477950991,1000,False
btad,0,8,BAL_J - A1_J,02,-0.013067337871532636,-0.012685077832104775,-0.020525231312859063,-0.005135855240224317,1000,False
btad,0,8,BAL_J - A1_J,03,0.009369984554213118,0.009857199696737356,0.0008718787628083523,0.01933681802317143,1000,False
btad,0,8,BAL_L - A1_L,01,0.012861268383441538,0.013466764232475125,0.0031106338306354704,0.023003699971807373,1000,False
btad,0,8,BAL_L - A1_L,02,-0.017455159069056425,-0.016807311049653148,-0.025076091640182485,-0.008795784436293766,1000,False
btad,0,8,BAL_L - A1_L,03,0.007131325033663649,0.007888105595417087,-0.0016431661692255155,0.017935588677863247,1000,False
btad,1,1,A1_L - A1_J,01,0.01058079349337876,0.010621762093151802,0.008035579413297007,0.014117848053010756,1000,False
btad,1,1,A1_L - A1_J,02,0.0074231708915948325,0.007442003248550799,0.004643515057120842,0.010609766138732466,1000,False
btad,1,1,A1_L - A1_J,03,0.006538402003911259,0.006612611900812357,0.004896151310156081,0.008391092126427229,1000,False
btad,1,1,TRI_L - TRI_J,01,0.009618721495344762,0.009725760164162493,0.006541877189009335,0.013890547487583702,1000,False
btad,1,1,TRI_L - TRI_J,02,0.0077490808987670246,0.00809313888263535,0.004542546627462031,0.012571921968735534,1000,False
btad,1,1,TRI_L - TRI_J,03,0.008481883864050521,0.008889064813136567,0.006171510374132748,0.012257857035277035,1000,False
btad,1,1,BAL_L - BAL_J,01,0.010940921146761484,0.011119455607744595,0.007618625488055281,0.016205501153686682,1000,False
btad,1,1,BAL_L - BAL_J,02,0.009135869149749731,0.009618557568559966,0.005627677045399486,0.014798427574586069,1000,False
btad,1,1,BAL_L - BAL_J,03,0.009495023262456104,0.00992983236695222,0.007000709151516289,0.01326133187526248,1000,False
btad,1,1,DUP_L - DUP_J,01,0.007582147620397051,0.007579020080286035,0.005609678236149126,0.00988952824508411,1000,False
btad,1,1,DUP_L - DUP_J,02,0.0053602237116348594,0.0052982014457072565,0.003162975256644075,0.007433487055342661,1000,False
btad,1,1,DUP_L - DUP_J,03,0.005039316706387353,0.005072152566221126,0.0036877855520139934,0.0063645000638920925,1000,False
btad,1,1,DUP_J - A1_J,01,-0.011372974594999807,-0.011077626317639854,-0.017438578328077797,-0.004228518266285234,1000,False
btad,1,1,DUP_J - A1_J,02,-0.007809937481108475,-0.007588829151839184,-0.013804968646451131,-0.0007821544571699228,1000,False
btad,1,1,DUP_J - A1_J,03,-0.012480316257744983,-0.0127554778637657,-0.018351497289050618,-0.007462158349662056,1000,False
btad,1,1,TRI_J - DUP_J,01,0.035612964146663095,0.035511370997301304,0.019846375885483283,0.04981808973915882,1000,False
btad,1,1,TRI_J - DUP_J,02,-0.007573270260422427,-0.007859505647994505,-0.02088501672963869,0.003387393097817932,1000,False
btad,1,1,TRI_J - DUP_J,03,0.017781371821221914,0.018572769000819278,0.007184420636367843,0.030431336143336027,1000,False
btad,1,1,TRI_L - DUP_L,01,0.03764953802161081,0.03765811108117777,0.02130817739911655,0.05209485639149909,1000,False
btad,1,1,TRI_L - DUP_L,02,-0.005184413073290262,-0.005064568211066411,-0.01806600601716583,0.006005016809596528,1000,False
btad,1,1,TRI_L - DUP_L,03,0.021223938978885082,0.022389681247734713,0.009959250873952098,0.03490638500060971,1000,False
btad,1,1,BAL_J - A1_J,01,0.026161025856171805,0.0261733910817998,0.011657568195549315,0.03826760148539996,1000,False
btad,1,1,BAL_J - A1_J,02,-0.01156623362776582,-0.011835928292740345,-0.02474056448491122,-0.0012804100598553451,1000,False
btad,1,1,BAL_J - A1_J,03,0.013586919589601232,0.01418473975873461,0.004284494565131118,0.024264086518067655,1000,False
btad,1,1,BAL_L - A1_L,01,0.02652115350955453,0.026671084596392593,0.012374145012001656,0.03941145646006709,1000,False
btad,1,1,BAL_L - A1_L,02,-0.009853535369610922,-0.009659373972731177,-0.022527580881217625,0.0007752526892608731,1000,False
btad,1,1,BAL_L - A1_L,03,0.016543540848146077,0.017501960224874474,0.006460834134613691,0.027993904176298903,1000,False
btad,1,2,A1_L - A1_J,01,0.01014229057780519,0.010194510536418188,0.007622448014184732,0.013376934282905047,1000,False
btad,1,2,A1_L - A1_J,02,0.005682297807210079,0.005692575098808677,0.003318792756921571,0.008685977129417493,1000,False
btad,1,2,A1_L - A1_J,03,0.007305502256091001,0.007394560942199302,0.005762167106782505,0.009104942020071548,1000,False
btad,1,2,TRI_L - TRI_J,01,0.007726778634855824,0.007873259515941143,0.0050094919597106075,0.01158751326480451,1000,False
btad,1,2,TRI_L - TRI_J,02,0.007844275034798898,0.008188592301973602,0.004886282525065901,0.012250651229597275,1000,False
btad,1,2,TRI_L - TRI_J,03,0.008213173875964652,0.00859405539347048,0.005815395530383056,0.011914522716098493,1000,False
btad,1,2,BAL_L - BAL_J,01,0.008576100775446793,0.008811203638104647,0.005638895248916295,0.013552103774496893,1000,False
btad,1,2,BAL_L - BAL_J,02,0.008938118872496181,0.009400423469002871,0.005665401499240781,0.014236906408820483,1000,False
btad,1,2,BAL_L - BAL_J,03,0.009477897914399125,0.009874166956873447,0.00702226983707676,0.01342671732133558,1000,False
btad,1,2,DUP_L - DUP_J,01,0.007620003174697021,0.00759475988945607,0.005726281879754626,0.009593659337260292,1000,False
btad,1,2,DUP_L - DUP_J,02,0.003830490763505001,0.003790398855949059,0.0020733073368274955,0.005524689627071804,1000,False
btad,1,2,DUP_L - DUP_J,03,0.005842927915733764,0.005920194554935561,0.004603725284630008,0.007273395068039079,1000,False
btad,1,2,DUP_J - A1_J,01,-0.012607095469620133,-0.012366665392659014,-0.018435099932714867,-0.006539791524139235,1000,False
btad,1,2,DUP_J - A1_J,02,-0.008616045757944835,-0.008511240257523828,-0.014270940625866502,-0.0023274219240848543,1000,False
btad,1,2,DUP_J - A1_J,03,-0.012362152239103197,-0.012654758659579034,-0.01834589852367283,-0.007424113932294868,1000,False
btad,1,2,TRI_J - DUP_J,01,0.03244416019269758,0.03248481886399737,0.01731876565217994,0.045069529180622236,1000,False
btad,1,2,TRI_J - DUP_J,02,-0.007992624248427282,-0.008143369259538567,-0.020921219738992684,0.0025671069641973404,1000,False
btad,1,2,TRI_J - DUP_J,03,0.020639043748724162,0.021400449160644562,0.010443883942481486,0.03278834475668421,1000,False
btad,1,2,TRI_L - DUP_L,01,0.03255093565285638,0.032763318490482446,0.018135549088816063,0.045420052158212446,1000,False
btad,1,2,TRI_L - DUP_L,02,-0.003978839977133386,-0.003745175813514025,-0.01574699719097836,0.006420454514850952,1000,False
btad,1,2,TRI_L - DUP_L,03,0.02300928970895505,0.024074309999179484,0.012082173352757129,0.036179594843341316,1000,False
btad,1,2,BAL_J - A1_J,01,0.023123403111284913,0.02331934618614045,0.009572895737813392,0.03414232601789831,1000,False
btad,1,2,BAL_J - A1_J,02,-0.013009096185239766,-0.013008812031605529,-0.025186392859462205,-0.003058696233999597,1000,False
btad,1,2,BAL_J - A1_J,03,0.015215263469225915,0.015886250274585772,0.006067233063048449,0.025529565704986188,1000,False
btad,1,2,BAL_L - A1_L,01,0.021557213308926515,0.02193603928782691,0.008799234139795394,0.03303023880144467,1000,False
btad,1,2,BAL_L - A1_L,02,-0.009753275119953664,-0.009300963661411338,-0.01993542278646428,0.00027044797625099014,1000,False
btad,1,2,BAL_L - A1_L,03,0.01738765912753404,0.018365856289259918,0.0079628256526578,0.029289637153639327,1000,False
btad,1,4,A1_L - A1_J,01,0.008385313063612398,0.008424935865819126,0.005317979143485904,0.012164339998102814,1000,False
btad,1,4,A1_L - A1_J,02,0.005897023188824901,0.00593326204784716,0.0031521846405413653,0.009454052854725656,1000,False
btad,1,4,A1_L - A1_J,03,0.0053895536220029405,0.005438575546657227,0.003735625921115651,0.007326284595190161,1000,False
btad,1,4,TRI_L - TRI_J,01,0.004071336395627567,0.004231542388636807,0.001426416374869209,0.007585600743526567,1000,False
btad,1,4,TRI_L - TRI_J,02,0.005692687586050238,0.006204642780474064,0.0027178802754034225,0.010124430134161113,1000,False
btad,1,4,TRI_L - TRI_J,03,0.0017224771352247203,0.0022077686627835842,-0.0007816588538601177,0.005384921895538358,1000,False
btad,1,4,BAL_L - BAL_J,01,0.0056635214864766414,0.005986170493510527,0.0024109965845152278,0.01124789917805933,1000,False
btad,1,4,BAL_L - BAL_J,02,0.007057852264981457,0.007746051282676225,0.003530895185028274,0.013445156616129309,1000,False
btad,1,4,BAL_L - BAL_J,03,0.0023166169290493865,0.0028426989649112137,-0.00045542941252275644,0.006113410782511269,1000,False
btad,1,4,DUP_L - DUP_J,01,0.005573120449320124,0.005542848877140678,0.003339196454834212,0.0076374086313835505,1000,False
btad,1,4,DUP_L - DUP_J,02,0.002974400853581194,0.0029479622656088294,0.0007260465626986193,0.004947769730899154,1000,False
btad,1,4,DUP_L - DUP_J,03,0.004749084689830763,0.0048316457084598245,0.0034752660048522526,0.006226797896868732,1000,False
btad,1,4,DUP_J - A1_J,01,-0.012644948619104535,-0.012433834922547763,-0.018041780913055305,-0.006303168190432338,1000,False
btad,1,4,DUP_J - A1_J,02,-0.005836269523448734,-0.005699593126898666,-0.011392783178247873,0.00021130033005960038,1000,False
btad,1,4,DUP_J - A1_J,03,-0.013903582200426035,-0.01423392187142666,-0.01974921889042844,-0.008913528285532213,1000,False
btad,1,4,TRI_J - DUP_J,01,0.040978017679720424,0.04119198255313944,0.02687164788698765,0.054313564944075875,1000,False
btad,1,4,TRI_J - DUP_J,02,-0.006546011197751778,-0.006863900663129025,-0.018752617594162826,0.0032066157417855756,1000,False
btad,1,4,TRI_J - DUP_J,03,0.02921987318061181,0.029740928518580984,0.017601848100592066,0.04164902022697881,1000,False
btad,1,4,TRI_L - DUP_L,01,0.03947623362602787,0.039880676064635565,0.02577013630281031,0.052763280052826586,1000,False
btad,1,4,TRI_L - DUP_L,02,-0.0038277244652827336,-0.0036072201482637905,-0.01426013992877986,0.00582950249900338,1000,False
btad,1,4,TRI_L - DUP_L,03,0.02619326562600577,0.027117051472904743,0.014528321260190501,0.039762806530122166,1000,False
btad,1,4,BAL_J - A1_J,01,0.030846859408777128,0.03101971133840689,0.017444725168018007,0.042806056929244336,1000,False
btad,1,4,BAL_J - A1_J,02,-0.010504805921433935,-0.010799856680870957,-0.02223914527793016,-0.0016244488874393064,1000,False
btad,1,4,BAL_J - A1_J,03,0.02328696858093804,0.023614687771674792,0.013285399806500302,0.033510525054555096,1000,False
btad,1,4,BAL_L - A1_L,01,0.02812506783164137,0.0285809459660983,0.015732981617418033,0.04014593436972767,1000,False
btad,1,4,BAL_L - A1_L,02,-0.00934397684527738,-0.00898706744604189,-0.018969934402027305,1.584824999835719e-05,1000,False
btad,1,4,BAL_L - A1_L,03,0.020214031887984485,0.021018811189928783,0.010493277145151924,0.03216293846099302,1000,False
btad,1,8,A1_L - A1_J,01,0.004886732743074607,0.0049507040963850946,0.0021894043602555813,0.008509055972171184,1000,False
btad,1,8,A1_L - A1_J,02,0.004191983706761049,0.004314502483776534,0.0015651688948810471,0.007805668709574234,1000,False
btad,1,8,A1_L - A1_J,03,0.0028829110179138806,0.0029812437149649078,0.0012425581660527028,0.004905297575318681,1000,False
btad,1,8,TRI_L - TRI_J,01,0.0003956619094683811,0.0005386128842928186,-0.0019335804773590911,0.003249318321668673,1000,False
btad,1,8,TRI_L - TRI_J,02,0.002364472307524512,0.002839836484882035,-0.00016685651880971308,0.006065700225080593,1000,False
btad,1,8,TRI_L - TRI_J,03,-0.0012071608973492354,-0.0008192283209540567,-0.0036553940568069972,0.0020381784167369126,1000,False
btad,1,8,BAL_L - BAL_J,01,0.0010486612758220382,0.0012633207710212105,-0.0016077020801413017,0.004816249518523772,1000,False
btad,1,8,BAL_L - BAL_J,02,0.0031628535067966257,0.0037735978265854508,0.00012419347071215982,0.00794290409491921,1000,False
btad,1,8,BAL_L - BAL_J,03,-0.00034607761375532453,0.00011174735354864574,-0.00312351255074952,0.0034756219240169037,1000,True
btad,1,8,DUP_L - DUP_J,01,0.0036082893873126687,0.003621701285617881,0.0017247075820837135,0.005847090914692647,1000,False
btad,1,8,DUP_L - DUP_J,02,0.002550164329113147,0.0025906068759370053,0.0005712778407768349,0.004905840283944783,1000,False
btad,1,8,DUP_L - DUP_J,03,0.0031103206252062754,0.0032113030544999167,0.001870130350381878,0.004605677739145811,1000,False
btad,1,8,DUP_J - A1_J,01,-0.014719679498852667,-0.014554474702956116,-0.019723840963940264,-0.00948881529181382,1000,False
btad,1,8,DUP_J - A1_J,02,-0.007989697205879553,-0.007834440954335796,-0.012552494246252412,-0.003060772976600442,1000,False
btad,1,8,DUP_J - A1_J,03,-0.014356572379568278,-0.014624000892287456,-0.01996520833453127,-0.009712730173591103,1000,False
btad,1,8,TRI_J - DUP_J,01,0.038622948438363836,0.03890271527323339,0.025835624861532378,0.05175979950406597,1000,False
btad,1,8,TRI_J - DUP_J,02,-0.008468131372924959,-0.008635669167803943,-0.018245435725695664,0.0004278961936225273,1000,False
btad,1,8,TRI_J - DUP_J,03,0.026603497153050215,0.0271937385941854,0.01511570047986643,0.039011680622680935,1000,False
btad,1,8,TRI_L - DUP_L,01,0.03541032096051955,0.035819626871908324,0.022981315944723607,0.04786979864730144,1000,False
btad,1,8,TRI_L - DUP_L,02,-0.008653823394513593,-0.008386439558858913,-0.01840593053758627,0.0006519578366384185,1000,False
btad,1,8,TRI_L - DUP_L,03,0.022286015630494704,0.02316320721873143,0.011585171387950085,0.03518657500117491,1000,False
btad,1,8,BAL_J - A1_J,01,0.029027659696793717,0.029486512466814753,0.018416129377260816,0.0399985280339618,1000,False
btad,1,8,BAL_J - A1_J,02,-0.011868746380910677,-0.011756226806768702,-0.02054439903012213,-0.0035931238898008282,1000,False
btad,1,8,BAL_J - A1_J,03,0.02063619701739383,0.021074594195129838,0.010751015980512119,0.03124333064839316,1000,False
btad,1,8,BAL_L - A1_L,01,0.02518958822954115,0.025799129141450865,0.014686468301217294,0.036812214213274914,1000,False
btad,1,8,BAL_L - A1_L,02,-0.0128978765808751,-0.012297131463959785,-0.02132209048476797,-0.00411220118979156,1000,False
btad,1,8,BAL_L - A1_L,03,0.017407208385724626,0.018205097833713574,0.008280160936588373,0.028588553316958983,1000,False
mpdd,0,1,A1_L - A1_J,bracket_black,0.004936251061771539,0.004908803098522888,4.9293629228302895e-05,0.010578044342078893,1000,False
mpdd,0,1,A1_L - A1_J,bracket_brown,0.0039041020920615233,0.003742999670347654,-0.0013161692742027031,0.009395128895138773,1000,False
mpdd,0,1,A1_L - A1_J,bracket_white,0.0028793932382805126,0.0030564665283058694,-0.0005448495526084317,0.006502906422672283,1000,False
mpdd,0,1,A1_L - A1_J,connector,0.0036972161120024647,0.003594577080760814,9.223298952678409e-05,0.008304494890220178,1000,False
