method,dataset,seed,shot,category,frame,n_test,grid,map_size,pixel_ap,pixel_auroc,pixel_ap_stride8,pixel_auroc_stride8,image_image_auroc,image_image_ap,image_score,memory_bank_s,scoring_s,evaluation_s,wall_clock_s,s_per_image,peak_gpu_mb,peak_ram_mb,peak_gpu_source,peak_ram_source,timing_sync,memory_bank_rows,reference_ids,rotation,masking
AnomalyDINO_native_dinov2_vits14,visa,0,4,fryum,canvas,150,32x48,448x672,0.31331382719174283,0.9390268234652124,0.31232964915649775,0.9389227556681863,0.9474,0.96970715648673,official mean of the top 1% patch distances,1.828,50.237,3.476,55.542,0.3349,121.4130859375,1703.0,torch.cuda.max_memory_allocated at the end of the unit,GetProcessMemoryInfo PeakWorkingSetSize (true process peak),torch.cuda.synchronize() before each stage boundary,49152,fryum/Data/Images/Normal/139.JPG;fryum/Data/Images/Normal/111.JPG;fryum/Data/Images/Normal/456.JPG;fryum/Data/Images/Normal/459.JPG,True,False
AnomalyDINO_native_dinov2_vits14,visa,0,4,macaroni1,canvas,200,32x48,448x672,0.10357883553756225,0.9669951163143352,0.10688884402502338,0.9667630280425974,0.8186,0.7775143491050202,official mean of the top 1% patch distances,1.732,67.093,4.476,73.301,0.3355,121.4130859375,1789.5,torch.cuda.max_memory_allocated at the end of the unit,GetProcessMemoryInfo PeakWorkingSetSize (true process peak),torch.cuda.synchronize() before each stage boundary,49152,macaroni1/Data/Images/Normal/0345.JPG;macaroni1/Data/Images/Normal/0661.JPG;macaroni1/Data/Images/Normal/0789.JPG;macaroni1/Data/Images/Normal/0517.JPG,True,False
AnomalyDINO_native_dinov2_vits14,visa,0,4,macaroni2,canvas,200,32x48,448x672,0.053665184502827236,0.9804710364867056,0.0687421108029078,0.9818109569616403,0.6717,0.6045495870038121,official mean of the top 1% patch distances,1.768,67.209,4.434,73.411,0.336,121.4130859375,1790.6,torch.cuda.max_memory_allocated at the end of the unit,GetProcessMemoryInfo PeakWorkingSetSize (true process peak),torch.cuda.synchronize() before each stage boundary,49152,macaroni2/Data/Images/Normal/0345.JPG;macaroni2/Data/Images/Normal/0661.JPG;macaroni2/Data/Images/Normal/0789.JPG;macaroni2/Data/Images/Normal/0517.JPG,True,False
AnomalyDINO_native_dinov2_vits14,visa,0,4,pcb1,canvas,200,32x41,448x574,0.7690155612437197,0.9936180655765512,0.7662706256205009,0.9930471652640644,0.8590000000000001,0.8383644888247939,official mean of the top 1% patch distances,1.618,53.922,3.775,59.315,0.2696,117.30126953125,1790.6,torch.cuda.max_memory_allocated at the end of the unit,GetProcessMemoryInfo PeakWorkingSetSize (true process peak),torch.cuda.synchronize() before each stage boundary,41984,pcb1/Data/Images/Normal/0138.JPG;pcb1/Data/Images/Normal/0986.JPG;pcb1/Data/Images/Normal/0332.JPG;pcb1/Data/Images/Normal/0511.JPG,True,False
AnomalyDINO_native_dinov2_vits14,visa,0,4,pcb2,canvas,200,32x41,448x574,0.1494332727761431,0.9629314782182923,0.13954673695934006,0.958195481283822,0.8299000000000001,0.7936772812978147,official mean of the top 1% patch distances,1.605,53.665,3.805,59.075,0.2683,117.30126953125,1790.6,torch.cuda.max_memory_allocated at the end of the unit,GetProcessMemoryInfo PeakWorkingSetSize (true process peak),torch.cuda.synchronize() before each stage boundary,41984,pcb2/Data/Images/Normal/0094.JPG;pcb2/Data/Images/Normal/0265.JPG;pcb2/Data/Images/Normal/0383.JPG;pcb2/Data/Images/Normal/0504.JPG,True,False
AnomalyDINO_native_dinov2_vits14,visa,0,4,pcb3,canvas,201,32x52,448x728,0.26785800000271387,0.9785728839349874,0.2731736942956278,0.9785507197384018,0.8562376237623762,0.8353744635159088,official mean of the top 1% patch distances,1.868,76.347,5.088,83.303,0.3798,125.00732421875,1790.6,torch.cuda.max_memory_allocated at the end of the unit,GetProcessMemoryInfo PeakWorkingSetSize (true process peak),torch.cuda.synchronize() before each stage boundary,53248,pcb3/Data/Images/Normal/0138.JPG;pcb3/Data/Images/Normal/0988.JPG;pcb3/Data/Images/Normal/0332.JPG;pcb3/Data/Images/Normal/0511.JPG,True,False
AnomalyDINO_native_dinov2_vits14,visa,0,4,pcb4,canvas,201,32x39,448x546,0.19750539865536154,0.9658668984813611,0.19676627384721213,0.9661605686060282,0.9404950495049506,0.9041112693586707,official mean of the top 1% patch distances,1.582,52.482,3.835,57.899,0.2611,116.12646484375,1790.6,torch.cuda.max_memory_allocated at the end of the unit,GetProcessMemoryInfo PeakWorkingSetSize (true process peak),torch.cuda.synchronize() before each stage boundary,39936,pcb4/Data/Images/Normal/0138.JPG;pcb4/Data/Images/Normal/0987.JPG;pcb4/Data/Images/Normal/0332.JPG;pcb4/Data/Images/Normal/0511.JPG,True,False
AnomalyDINO_native_dinov2_vits14,visa,0,4,pipe_fryum,canvas,150,32x36,448x504,0.4568621112082316,0.9913139210006212,0.4542832621211388,0.9912821925723942,0.9552,0.9774133469615575,official mean of the top 1% patch distances,1.422,34.632,2.558,38.612,0.2309,115.142578125,1790.6,torch.cuda.max_memory_allocated at the end of the unit,GetProcessMemoryInfo PeakWorkingSetSize (true process peak),torch.cuda.synchronize() before each stage boundary,36864,pipe_fryum/Data/Images/Normal/139.JPG;pipe_fryum/Data/Images/Normal/111.JPG;pipe_fryum/Data/Images/Normal/456.JPG;pipe_fryum/Data/Images/Normal/459.JPG,True,False
AnomalyDINO_native_dinov2_vits14,visa,1,1,candle,canvas,200,32x35,448x490,0.3000189652199597,0.9846861947297939,0.30305200458762804,0.9848618552350535,0.8558,0.8563491411373201,official mean of the top 1% patch distances,0.384,18.438,3.307,22.128,0.0922,113.77685546875,1790.6,torch.cuda.max_memory_allocated at the end of the unit,GetProcessMemoryInfo PeakWorkingSetSize (true process peak),torch.cuda.synchronize() before each stage boundary,8960,candle/Data/Images/Normal/0401.JPG,True,False
AnomalyDINO_native_dinov2_vits14,visa,1,1,capsules,canvas,160,32x48,448x672,0.24195070624551937,0.9565896390880338,0.24574398963090174,0.957391117583225,0.9750000000000001,0.9836180100038171,official mean of the top 1% patch distances,0.577,27.878,3.733,32.188,0.1742,121.4130859375,1790.6,torch.cuda.max_memory_allocated at the end of the unit,GetProcessMemoryInfo PeakWorkingSetSize (true process peak),torch.cuda.synchronize() before each stage boundary,12288,capsules/Data/Images/Normal/113.JPG,True,False
AnomalyDINO_native_dinov2_vits14,visa,1,1,cashew,canvas,150,32x34,448x476,0.4359463811104557,0.9790098868238346,0.43351574213976307,0.979092663318072,0.8886,0.9469205976996938,official mean of the top 1% patch distances,0.385,14.143,2.479,17.006,0.0943,113.189453125,1790.6,torch.cuda.max_memory_allocated at the end of the unit,GetProcessMemoryInfo PeakWorkingSetSize (true process peak),torch.cuda.synchronize() before each stage boundary,8704,cashew/Data/Images/Normal/035.JPG,True,False
AnomalyDINO_native_dinov2_vits14,visa,1,1,chewinggum,canvas,150,32x38,448x532,0.7125351407088394,0.9931526083510067,0.7141451508449483,0.9935566772581651,0.9772,0.990760733291119,official mean of the top 1% patch distances,0.501,15.196,2.715,18.411,0.1013,115.705078125,1790.6,torch.cuda.max_memory_allocated at the end of the unit,GetProcessMemoryInfo PeakWorkingSetSize (true process peak),torch.cuda.synchronize() before each stage boundary,9728,chewinggum/Data/Images/Normal/401.JPG,True,False
AnomalyDINO_native_dinov2_vits14,visa,1,1,fryum,canvas,150,32x48,448x672,0.27992382925509335,0.919989188848746,0.2792582071300011,0.9199369949506782,0.948,0.9726010225231377,official mean of the top 1% patch distances,0.488,25.494,3.587,29.568,0.17,121.4130859375,1790.6,torch.cuda.max_memory_allocated at the end of the unit,GetProcessMemoryInfo PeakWorkingSetSize (true process peak),torch.cuda.synchronize() before each stage boundary,12288,fryum/Data/Images/Normal/035.JPG,True,False
AnomalyDINO_native_dinov2_vits14,visa,1,1,macaroni1,canvas,200,32x48,448x672,0.02070932168307909,0.935235041958094,0.019536166474547572,0.9347845469238458,0.8109000000000002,0.7843240392685831,official mean of the top 1% patch distances,0.569,33.767,4.538,38.874,0.1688,121.4130859375,1790.6,torch.cuda.max_memory_allocated at the end of the unit,GetProcessMemoryInfo PeakWorkingSetSize (true process peak),torch.cuda.synchronize() before each stage boundary,12288,macaroni1/Data/Images/Normal/0401.JPG,True,False
AnomalyDINO_native_dinov2_vits14,visa,1,1,macaroni2,canvas,200,32x48,448x672,0.02000538363629412,0.9666039343871651,0.030636066825364006,0.9700175630673878,0.6294,0.5854177958327305,official mean of the top 1% patch distances,0.469,34.198,4.551,39.218,0.171,121.4130859375,1790.6,torch.cuda.max_memory_allocated at the end of the unit,GetProcessMemoryInfo PeakWorkingSetSize (true process peak),torch.cuda.synchronize() before each stage boundary,12288,macaroni2/Data/Images/Normal/0401.JPG,True,False
AnomalyDINO_native_dinov2_vits14,visa,1,1,pcb1,canvas,200,32x41,448x574,0.6898643117020702,0.9907137979200324,0.6865872571432459,0.9900284538761296,0.802,0.7857309630784808,official mean of the top 1% patch distances,0.439,29.556,3.879,33.874,0.1478,117.30126953125,1790.6,torch.cuda.max_memory_allocated at the end of the unit,GetProcessMemoryInfo PeakWorkingSetSize (true process peak),torch.cuda.synchronize() before each stage boundary,10496,pcb1/Data/Images/Normal/0508.JPG,True,False
AnomalyDINO_native_dinov2_vits14,visa,1,1,pcb2,canvas,200,32x41,448x574,0.09738006311561323,0.9514078418174676,0.0897649189227045,0.946723481849238,0.7459,0.7133330159626426,official mean of the top 1% patch distances,0.442,29.399,4.061,33.902,0.147,117.30126953125,1790.6,torch.cuda.max_memory_allocated at the end of the unit,GetProcessMemoryInfo PeakWorkingSetSize (true process peak),torch.cuda.synchronize() before each stage boundary,10496,pcb2/Data/Images/Normal/0473.JPG,True,False
AnomalyDINO_native_dinov2_vits14,visa,1,1,pcb3,canvas,201,32x52,448x728,0.25279564809243693,0.9632471978228293,0.25764595247953914,0.9634778614337186,0.8437623762376237,0.8102270928673914,official mean of the top 1% patch distances,0.581,37.437,5.005,43.023,0.1863,125.00732421875,1790.6,torch.cuda.max_memory_allocated at the end of the unit,GetProcessMemoryInfo PeakWorkingSetSize (true process peak),torch.cuda.synchronize() before each stage boundary,13312,pcb3/Data/Images/Normal/0508.JPG,True,False
AnomalyDINO_native_dinov2_vits14,visa,1,1,pcb4,canvas,201,32x39,448x546,0.12809193736585311,0.9434844340234533,0.12793244810766738,0.9437801073024087,0.9318811881188118,0.9046409936947918,official mean of the top 1% patch distances,0.4,21.034,3.728,25.162,0.1046,116.12646484375,1790.6,torch.cuda.max_memory_allocated at the end of the unit,GetProcessMemoryInfo PeakWorkingSetSize (true process peak),torch.cuda.synchronize() before each stage boundary,9984,pcb4/Data/Images/Normal/0508.JPG,True,False
AnomalyDINO_native_dinov2_vits14,visa,1,1,pipe_fryum,canvas,150,32x36,448x504,0.3533358935863613,0.9839190071052559,0.35076177999493086,0.9837880086345882,0.9374000000000001,0.9647699104550544,official mean of the top 1% patch distances,0.383,14.1,2.572,17.055,0.094,115.142578125,1790.6,torch.cuda.max_memory_allocated at the end of the unit,GetProcessMemoryInfo PeakWorkingSetSize (true process peak),torch.cuda.synchronize() before each stage boundary,9216,pipe_fryum/Data/Images/Normal/035.JPG,True,False
AnomalyDINO_native_dinov2_vits14,visa,1,4,candle,canvas,200,32x35,448x490,0.3355095699089563,0.9912074343834624,0.3417162520456139,0.9913152997642514,0.8815000000000001,0.8856306796813832,official mean of the top 1% patch distances,1.402,43.11,3.296,47.808,0.2155,113.77685546875,1790.6,torch.cuda.max_memory_allocated at the end of the unit,GetProcessMemoryInfo PeakWorkingSetSize (true process peak),torch.cuda.synchronize() before each stage boundary,35840,candle/Data/Images/Normal/0401.JPG;candle/Data/Images/Normal/0814.JPG;candle/Data/Images/Normal/0565.JPG;candle/Data/Images/Normal/0069.JPG,True,False
AnomalyDINO_native_dinov2_vits14,visa,1,4,capsules,canvas,160,32x48,448x672,0.3459209347466817,0.9716038405450158,0.35176943364912383,0.9719888949393503,0.9656666666666667,0.9759361607030582,official mean of the top 1% patch distances,1.746,53.929,3.577,59.252,0.3371,121.4130859375,1790.6,torch.cuda.max_memory_allocated at the end of the unit,GetProcessMemoryInfo PeakWorkingSetSize (true process peak),torch.cuda.synchronize() before each stage boundary,49152,capsules/Data/Images/Normal/113.JPG;capsules/Data/Images/Normal/393.JPG;capsules/Data/Images/Normal/075.JPG;capsules/Data/Images/Normal/039.JPG,True,False
AnomalyDINO_native_dinov2_vits14,visa,1,4,cashew,canvas,150,32x34,448x476,0.5622723883600088,0.9908279868614592,0.560337574616815,0.9908250878615825,0.9124,0.9554578694138015,official mean of the top 1% patch distances,1.433,32.684,2.358,36.476,0.2179,113.189453125,1790.6,torch.cuda.max_memory_allocated at the end of the unit,GetProcessMemoryInfo PeakWorkingSetSize (true process peak),torch.cuda.synchronize() before each stage boundary,34816,cashew/Data/Images/Normal/035.JPG;cashew/Data/Images/Normal/175.JPG;cashew/Data/Images/Normal/219.JPG;cashew/Data/Images/Normal/027.JPG,True,False
AnomalyDINO_native_dinov2_vits14,visa,1,4,chewinggum,canvas,150,32x38,448x532,0.6980221946282741,0.994078412880401,0.6988762877692358,0.9946376555701721,0.9845999999999999,0.9933660496029695,official mean of the top 1% patch distances,1.465,36.813,2.816,41.094,0.2454,115.705078125,1790.6,torch.cuda.max_memory_allocated at the end of the unit,GetProcessMemoryInfo PeakWorkingSetSize (true process peak),torch.cuda.synchronize() before each stage boundary,38912,chewinggum/Data/Images/Normal/401.JPG;chewinggum/Data/Images/Normal/370.JPG;chewinggum/Data/Images/Normal/320.JPG;chewinggum/Data/Images/Normal/375.JPG,True,False
AnomalyDINO_native_dinov2_vits14,visa,1,4,fryum,canvas,150,32x48,448x672,0.32529652345441695,0.9452442609875847,0.3242455809991681,0.9451419376462048,0.9443999999999999,0.969755914783516,official mean of the top 1% patch distances,1.791,52.458,3.595,57.844,0.3497,121.4130859375,1790.6,torch.cuda.max_memory_allocated at the end of the unit,GetProcessMemoryInfo PeakWorkingSetSize (true process peak),torch.cuda.synchronize() before each stage boundary,49152,fryum/Data/Images/Normal/035.JPG;fryum/Data/Images/Normal/175.JPG;fryum/Data/Images/Normal/219.JPG;fryum/Data/Images/Normal/027.JPG,True,False
AnomalyDINO_native_dinov2_vits14,visa,1,4,macaroni1,canvas,200,32x48,448x672,0.09394439557627533,0.9687013983995213,0.10107639450289427,0.9694207277790218,0.8230000000000001,0.8048466148891054,official mean of the top 1% patch distances,1.929,67.333,4.491,73.753,0.3367,121.4130859375,1790.6,torch.cuda.max_memory_allocated at the end of the unit,GetProcessMemoryInfo PeakWorkingSetSize (true process peak),torch.cuda.synchronize() before each stage boundary,49152,macaroni1/Data/Images/Normal/0401.JPG;macaroni1/Data/Images/Normal/0814.JPG;macaroni1/Data/Images/Normal/0565.JPG;macaroni1/Data/Images/Normal/0069.JPG,True,False
AnomalyDINO_native_dinov2_vits14,visa,1,4,macaroni2,canvas,200,32x48,448x672,0.06395180789296954,0.9767974014238013,0.08480553486889904,0.9790600017733073,0.6865,0.6399440253532018,official mean of the top 1% patch distances,1.747,66.807,4.446,73.001,0.334,121.4130859375,1790.6,torch.cuda.max_memory_allocated at the end of the unit,GetProcessMemoryInfo PeakWorkingSetSize (true process peak),torch.cuda.synchronize() before each stage boundary,49152,macaroni2/Data/Images/Normal/0401.JPG;macaroni2/Data/Images/Normal/0814.JPG;macaroni2/Data/Images/Normal/0565.JPG;macaroni2/Data/Images/Normal/0069.JPG,True,False
AnomalyDINO_native_dinov2_vits14,visa,1,4,pcb1,canvas,200,32x41,448x574,0.7493597297422058,0.9943697888909663,0.7459228275717982,0.9939491246956031,0.8482,0.833738214141593,official mean of the top 1% patch distances,1.598,53.67,3.864,59.133,0.2684,117.30126953125,1790.6,torch.cuda.max_memory_allocated at the end of the unit,GetProcessMemoryInfo PeakWorkingSetSize (true process peak),torch.cuda.synchronize() before each stage boundary,41984,pcb1/Data/Images/Normal/0508.JPG;pcb1/Data/Images/Normal/0541.JPG;pcb1/Data/Images/Normal/0817.JPG;pcb1/Data/Images/Normal/0312.JPG,True,False
AnomalyDINO_native_dinov2_vits14,visa,1,4,pcb2,canvas,200,32x41,448x574,0.16416040918732067,0.9673018432670392,0.15348325603082263,0.9633320979513365,0.8303999999999999,0.7913939022275067,official mean of the top 1% patch distances,1.625,53.69,3.887,59.203,0.2684,117.30126953125,1790.6,torch.cuda.max_memory_allocated at the end of the unit,GetProcessMemoryInfo PeakWorkingSetSize (true process peak),torch.cuda.synchronize() before each stage boundary,41984,pcb2/Data/Images/Normal/0473.JPG;pcb2/Data/Images/Normal/0847.JPG;pcb2/Data/Images/Normal/0586.JPG;pcb2/Data/Images/Normal/0069.JPG,True,False
AnomalyDINO_native_dinov2_vits14,visa,1,4,pcb3,canvas,201,32x52,448x728,0.3011288420854263,0.9771303481002774,0.30582833899873196,0.9771962926952229,0.8705940594059406,0.858358129988157,official mean of the top 1% patch distances,1.877,76.308,4.91,83.095,0.3796,125.00732421875,1790.6,torch.cuda.max_memory_allocated at the end of the unit,GetProcessMemoryInfo PeakWorkingSetSize (true process peak),torch.cuda.synchronize() before each stage boundary,53248,pcb3/Data/Images/Normal/0508.JPG;pcb3/Data/Images/Normal/0541.JPG;pcb3/Data/Images/Normal/0817.JPG;pcb3/Data/Images/Normal/0312.JPG,True,False
AnomalyDINO_native_dinov2_vits14,visa,1,4,pcb4,canvas,201,32x39,448x546,0.18704134925567492,0.9625677341383317,0.1865277778218244,0.9628981474509611,0.9626732673267328,0.9482207890271889,official mean of the top 1% patch distances,1.477,53.112,4.881,59.469,0.2642,116.12646484375,1790.6,torch.cuda.max_memory_allocated at the end of the unit,GetProcessMemoryInfo PeakWorkingSetSize (true process peak),torch.cuda.synchronize() before each stage boundary,39936,pcb4/Data/Images/Normal/0508.JPG;pcb4/Data/Images/Normal/0541.JPG;pcb4/Data/Images/Normal/0817.JPG;pcb4/Data/Images/Normal/0312.JPG,True,False
AnomalyDINO_native_dinov2_vits14,visa,1,4,pipe_fryum,canvas,150,32x36,448x504,0.43422043292394813,0.9905893583348339,0.43291352496862084,0.9905754731441769,0.975,0.9866556102439562,official mean of the top 1% patch distances,1.673,40.331,3.166,45.17,0.2689,115.142578125,1790.6,torch.cuda.max_memory_allocated at the end of the unit,GetProcessMemoryInfo PeakWorkingSetSize (true process peak),torch.cuda.synchronize() before each stage boundary,36864,pipe_fryum/Data/Images/Normal/035.JPG;pipe_fryum/Data/Images/Normal/175.JPG;pipe_fryum/Data/Images/Normal/219.JPG;pipe_fryum/Data/Images/Normal/027.JPG,True,False
