dataset,category,seed,shot,image_index,sample_id,mean_G_J_minus_L,per_image_pixel_ap_A1_L,per_image_pixel_ap_A1_J,per_image_pixel_ap_delta_L_minus_J
mpdd,bracket_brown,0,4,60,bracket_brown/test/parts_mismatch/017.png,0.00906392466276884,0.06902460080959481,0.06364170144614985,0.005382899363444965
mpdd,bracket_brown,0,4,61,bracket_brown/test/parts_mismatch/018.png,0.007917029783129692,0.5559920777992389,0.5081781374389391,0.047813940360299734
mpdd,bracket_brown,0,4,62,bracket_brown/test/parts_mismatch/019.png,0.007701626978814602,0.4073379295601518,0.3544728898177174,0.052865039742434394
mpdd,bracket_brown,0,4,63,bracket_brown/test/parts_mismatch/020.png,0.008290508762001991,0.7117968532442216,0.419232099292428,0.2925647539517936
mpdd,bracket_brown,0,4,64,bracket_brown/test/parts_mismatch/021.png,0.011174898594617844,0.2156288156288156,0.22043650793650793,-0.004807692307692318
mpdd,bracket_brown,0,4,65,bracket_brown/test/parts_mismatch/022.png,0.009558143094182014,0.11456617179171542,0.11470700990946218,-0.00014083811774676103
mpdd,bracket_brown,0,4,66,bracket_brown/test/parts_mismatch/023.png,0.009882533922791481,0.008151755960010254,0.00785683107813182,0.00029492488187843335
mpdd,bracket_brown,0,4,67,bracket_brown/test/parts_mismatch/024.png,0.007982905954122543,0.030204081632653063,0.024955436720142603,0.00524864491251046
mpdd,bracket_brown,0,4,68,bracket_brown/test/parts_mismatch/025.png,0.009305802173912525,0.024603608529250955,0.02393753200204813,0.0006660765272028246
mpdd,bracket_brown,0,4,69,bracket_brown/test/parts_mismatch/026.png,0.008742712438106537,0.20196324143692562,0.24982078853046594,-0.047857547093540315
mpdd,bracket_brown,0,4,70,bracket_brown/test/parts_mismatch/027.png,0.008780903182923794,0.04974893622538063,0.064905963449548,-0.015157027224167362
mpdd,bracket_brown,0,4,71,bracket_brown/test/parts_mismatch/028.png,0.008157622069120407,0.44019607843137254,0.451025641025641,-0.010829562594268483
mpdd,bracket_brown,0,4,72,bracket_brown/test/parts_mismatch/029.png,0.009170077741146088,0.09803921568627451,0.03741258741258741,0.060626628273687096
mpdd,bracket_brown,0,4,73,bracket_brown/test/parts_mismatch/030.png,0.009187965653836727,0.0750256937307297,0.04511494252873563,0.029910751201994074
mpdd,bracket_brown,0,4,74,bracket_brown/test/parts_mismatch/031.png,0.009390274062752724,0.043530490985656645,0.0429200696856024,0.0006104213000542452
mpdd,bracket_brown,0,4,75,bracket_brown/test/parts_mismatch/032.png,0.010070962831377983,0.028519652384668085,0.036973918964070665,-0.00845426657940258
mpdd,bracket_brown,0,4,76,bracket_brown/test/parts_mismatch/033.png,0.009304238483309746,0.03345705704383245,0.04828045414893303,-0.014823397105100583
mpdd,bracket_white,0,4,0,bracket_white/test/defective_painting/000.png,0.009875735267996788,1.0,1.0,0.0
mpdd,bracket_white,0,4,1,bracket_white/test/defective_painting/001.png,0.010029199533164501,0.05,0.05263157894736842,-0.0026315789473684154
mpdd,bracket_white,0,4,2,bracket_white/test/defective_painting/002.png,0.010369736701250076,0.3333333333333333,0.1111111111111111,0.2222222222222222
mpdd,bracket_white,0,4,3,bracket_white/test/defective_painting/003.png,0.011177465319633484,0.5,0.14285714285714285,0.35714285714285715
mpdd,bracket_white,0,4,4,bracket_white/test/defective_painting/004.png,0.01073435228317976,,,
mpdd,bracket_white,0,4,5,bracket_white/test/defective_painting/005.png,0.01011213380843401,1.0,0.5,0.5
mpdd,bracket_white,0,4,6,bracket_white/test/defective_painting/006.png,0.010448639281094074,,,
mpdd,bracket_white,0,4,7,bracket_white/test/defective_painting/007.png,0.009549951180815697,1.0,0.5,0.5
mpdd,bracket_white,0,4,8,bracket_white/test/defective_painting/008.png,0.009930889122188091,0.8333333333333333,0.5833333333333333,0.25
mpdd,bracket_white,0,4,9,bracket_white/test/defective_painting/009.png,0.010243698954582214,0.3333333333333333,0.3333333333333333,0.0
mpdd,bracket_white,0,4,10,bracket_white/test/defective_painting/010.png,0.01003928855061531,,,
mpdd,bracket_white,0,4,11,bracket_white/test/defective_painting/011.png,0.009970765560865402,,,
mpdd,bracket_white,0,4,12,bracket_white/test/defective_painting/012.png,0.011514890938997269,0.07083333333333333,0.05974025974025974,0.011093073593073592
mpdd,bracket_white,0,4,43,bracket_white/test/scratches/000.png,0.009878401644527912,0.6112087912087912,0.6245421245421245,-0.013333333333333308
mpdd,bracket_white,0,4,44,bracket_white/test/scratches/001.png,0.009038440883159637,0.16666666666666666,0.14285714285714285,0.023809523809523808
mpdd,bracket_white,0,4,45,bracket_white/test/scratches/002.png,0.010241342708468437,0.16666666666666669,0.19166666666666665,-0.024999999999999967
mpdd,bracket_white,0,4,46,bracket_white/test/scratches/003.png,0.010774984955787659,0.2,0.2,0.0
mpdd,bracket_white,0,4,47,bracket_white/test/scratches/004.png,0.010124614462256432,0.3333333333333333,0.5,-0.16666666666666669
mpdd,bracket_white,0,4,48,bracket_white/test/scratches/005.png,0.010287968441843987,,,
mpdd,bracket_white,0,4,49,bracket_white/test/scratches/006.png,0.011290960013866425,0.5,1.0,-0.5
mpdd,bracket_white,0,4,50,bracket_white/test/scratches/007.png,0.009611045941710472,0.5769230769230769,0.5769230769230769,0.0
mpdd,bracket_white,0,4,51,bracket_white/test/scratches/008.png,0.009509842842817307,0.5630952380952381,0.5630952380952381,0.0
mpdd,bracket_white,0,4,52,bracket_white/test/scratches/009.png,0.009163811802864075,0.5625,0.5666666666666667,-0.004166666666666652
mpdd,bracket_white,0,4,53,bracket_white/test/scratches/010.png,0.009653918445110321,1.0,1.0,0.0
mpdd,bracket_white,0,4,54,bracket_white/test/scratches/011.png,0.00994219072163105,0.3416666666666666,0.28968253968253965,0.051984126984126966
mpdd,bracket_white,0,4,55,bracket_white/test/scratches/012.png,0.010198213160037994,0.2,0.125,0.07500000000000001
mpdd,bracket_white,0,4,56,bracket_white/test/scratches/013.png,0.010104231536388397,,,
mpdd,bracket_white,0,4,57,bracket_white/test/scratches/014.png,0.008939411491155624,0.6898412698412698,0.7359649122807017,-0.0461236424394319
mpdd,bracket_white,0,4,58,bracket_white/test/scratches/015.png,0.00949524063616991,1.0,1.0,0.0
mpdd,bracket_white,0,4,59,bracket_white/test/scratches/016.png,0.010801311582326889,0.41666666666666663,0.7,-0.2833333333333333
btad,01,0,4,0,01/test/ko/0000.bmp,0.007644697092473507,0.7399512790389212,0.7309806724789915,0.008970606559929761
btad,01,0,4,1,01/test/ko/0001.bmp,0.007619439624249935,0.5407058542052686,0.5290684423356811,0.011637411869587555
btad,01,0,4,2,01/test/ko/0002.bmp,0.0057311346754431725,0.34537378943367036,0.34098844541273454,0.004385344020935822
btad,01,0,4,3,01/test/ko/0003.bmp,0.00626713503152132,0.4029030485497939,0.4025874172356194,0.00031563131417450263
btad,01,0,4,4,01/test/ko/0004.bmp,0.007101188879460096,0.21607710991099893,0.20470097473680615,0.01137613517419278
btad,01,0,4,5,01/test/ko/0005.bmp,0.007696616463363171,0.3918429760731929,0.37584746584944756,0.015995510223745346
btad,01,0,4,6,01/test/ko/0006.bmp,0.007714061997830868,0.7686698272005116,0.7670512753230038,0.0016185518775078123
btad,01,0,4,7,01/test/ko/0007.bmp,0.007647724822163582,0.37496939791746614,0.33466821789121265,0.04030118002625349
btad,01,0,4,8,01/test/ko/0008.bmp,0.007580945268273354,0.6801524998429268,0.6721844453600088,0.007968054482918041
btad,01,0,4,9,01/test/ko/0009.bmp,0.006636406295001507,0.017701253159776588,0.01784037122004154,-0.00013911806026495332
btad,01,0,4,10,01/test/ko/0010.bmp,0.007959561422467232,0.5505192851454098,0.5351639096631375,0.015355375482272282
btad,01,0,4,11,01/test/ko/0011.bmp,0.005280735902488232,0.013990623414597945,0.01205791132914012,0.0019327120854578245
btad,01,0,4,12,01/test/ko/0012.bmp,0.007131608668714762,0.550357386250791,0.5167424871127584,0.03361489913803262
btad,01,0,4,13,01/test/ko/0013.bmp,0.0060707079246640205,0.6093095485006018,0.5579885216214427,0.05132102687915907
btad,01,0,4,14,01/test/ko/0014.bmp,0.006724367383867502,0.7011684359512785,0.6954102712788045,0.005758164672474031
btad,01,0,4,15,01/test/ko/0015.bmp,0.007978219538927078,0.6426105186745814,0.6331136326132355,0.00949688606134591
btad,01,0,4,16,01/test/ko/0016.bmp,0.008152398280799389,0.780395286996381,0.7792546692300183,0.0011406177663627615
btad,01,0,4,17,01/test/ko/0017.bmp,0.00696000549942255,0.26967206316806314,0.213558163576165,0.056113899591898136
btad,01,0,4,18,01/test/ko/0018.bmp,0.005940744653344154,0.37439891589025215,0.3365687423310369,0.03783017355921525
btad,01,0,4,19,01/test/ko/0019.bmp,0.00635187141597271,0.4818897406455686,0.37830956008705363,0.10358018055851498
btad,01,0,4,20,01/test/ko/0020.bmp,0.007055539637804031,0.25382184939285546,0.2707662820267145,-0.01694443263385903
btad,01,0,4,21,01/test/ko/0021.bmp,0.0058037410490214825,0.037206373667846716,0.032424572215459684,0.004781801452387033
btad,01,0,4,22,01/test/ko/0022.bmp,0.007723087444901466,0.4291911767961742,0.4802083492431037,-0.05101717244692949
btad,01,0,4,23,01/test/ko/0023.bmp,0.005983537994325161,0.49416286791787695,0.46756447890132197,0.02659838901655498
btad,01,0,4,24,01/test/ko/0024.bmp,0.008770495653152466,0.6759813562445487,0.6730407700756902,0.0029405861688585055
btad,01,0,4,25,01/test/ko/0025.bmp,0.007253806106746197,0.08315396422794473,0.10803673253681219,-0.02488276830886746
btad,01,0,4,26,01/test/ko/0026.bmp,0.006919862702488899,0.7632870590452712,0.7312755510077585,0.032011508037512626
btad,01,0,4,27,01/test/ko/0028.bmp,0.008733080700039864,0.746345704369714,0.7449176948325955,0.0014280095371185242
btad,01,0,4,28,01/test/ko/0029.bmp,0.006885260343551636,0.5741089772535287,0.5203235432475152,0.053785434006013544
btad,01,0,4,29,01/test/ko/0030.bmp,0.00584721053019166,0.1854431983709185,0.16107992914730784,0.02436326922361065
btad,01,0,4,30,01/test/ko/0031.bmp,0.00523499958217144,0.05164251426824776,0.01361011806677449,0.038032396201473265
btad,01,0,4,31,01/test/ko/0032.bmp,0.007269205991178751,0.7543663836672863,0.75159310961712,0.0027732740501662523
btad,01,0,4,32,01/test/ko/0033.bmp,0.004822554066777229,0.13121381886087768,0.06250388743505139,0.06870993142582629
btad,01,0,4,33,01/test/ko/0034.bmp,0.005132793914526701,0.5670935238989945,0.5999550287017444,-0.03286150480274996
btad,01,0,4,34,01/test/ko/0035.bmp,0.007365998812019825,0.5349335060851209,0.5284753458332857,0.00645816025183521
btad,01,0,4,35,01/test/ko/0036.bmp,0.008086233399808407,0.7512987749545557,0.7351801488530249,0.01611862610153081
btad,01,0,4,36,01/test/ko/0037.bmp,0.006978186778724194,0.6108807740862741,0.5728107911997171,0.03806998288655694
btad,01,0,4,37,01/test/ko/0038.bmp,0.005177978426218033,0.052053253145830716,0.03927301884839346,0.012780234297437257
btad,01,0,4,38,01/test/ko/0039.bmp,0.007772630546241999,0.8814720688399327,0.879231132200214,0.0022409366397186936
btad,01,0,4,39,01/test/ko/0040.bmp,0.006581668742001057,0.7520474478919577,0.7484374065653691,0.0036100413265885978
btad,01,0,4,40,01/test/ko/0041.bmp,0.008294891566038132,0.8468809399635556,0.8435724695216695,0.003308470441886091
btad,01,0,4,41,01/test/ko/0042.bmp,0.005253050941973925,0.04897402297465558,0.03266124241089494,0.016312780563760634
btad,01,0,4,42,01/test/ko/0043.bmp,0.00716956052929163,0.7484392442538681,0.7395799029751804,0.008859341278687705
btad,01,0,4,43,01/test/ko/0044.bmp,0.006620263680815697,0.2824053609382759,0.3281228826240772,-0.04571752168580129
btad,01,0,4,44,01/test/ko/0045.bmp,0.004594495985656977,0.3053600000243747,0.31178285019652136,-0.006422850172146666
btad,01,0,4,45,01/test/ko/0046.bmp,0.004483951721340418,0.018441301952445224,0.019330165841170904,-0.00088886388872568
btad,01,0,4,46,01/test/ko/0047.bmp,0.00731669832020998,0.6393477923088449,0.6339874151828416,0.005360377126003235
btad,01,0,4,47,01/test/ko/0048.bmp,0.007154054008424282,0.7149031541184665,0.7077699680742245,0.007133186044241957
btad,01,0,4,48,01/test/ko/0049.bmp,0.007659814320504665,0.7901778072048349,0.769759634860245,0.02041817234458987
btad,02,0,4,0,02/test/ko/0000.png,0.012536155059933662,0.7830702027146106,0.7761749494948849,0.006895253219725728
btad,02,0,4,1,02/test/ko/0001.png,0.012146100401878357,0.8984616407223852,0.8959310142273383,0.0025306264950468726
btad,02,0,4,2,02/test/ko/0002.png,0.013783859089016914,0.8238474942964322,0.8061175442199076,0.01772995007652467
btad,02,0,4,3,02/test/ko/0003.png,0.011060352437198162,0.4981787222288767,0.46252915264332,0.035649569585556706
btad,02,0,4,4,02/test/ko/0004.png,0.013031315058469772,0.5687381844050439,0.5472943308206921,0.021443853584351746
btad,02,0,4,5,02/test/ko/0005.png,0.012390335090458393,0.6158698930653937,0.6148792753787891,0.000990617686604689
btad,02,0,4,6,02/test/ko/0006.png,0.012629015371203423,0.858064496480549,0.8551319350784892,0.0029325614020598856
btad,02,0,4,7,02/test/ko/0007.png,0.012462761253118515,0.8483494244696643,0.8348555277911132,0.013493896678551165
btad,02,0,4,8,02/test/ko/0008.png,0.012783200480043888,0.7560879354837299,0.7607509936760009,-0.004663058192270975
btad,02,0,4,9,02/test/ko/0009.png,0.01225819531828165,0.8511498067928303,0.8302767286760597,0.020873078116770527
btad,02,0,4,10,02/test/ko/0010.png,0.012426888570189476,0.9164053164684821,0.9101974744793485,0.0062078419891336
btad,02,0,4,11,02/test/ko/0011.png,0.01040598563849926,0.25261953506139795,0.25622317788033233,-0.0036036428189343828
btad,02,0,4,12,02/test/ko/0012.png,0.011996299028396606,0.30293720252659967,0.29642951395212214,0.006507688574477533
btad,02,0,4,13,02/test/ko/0013.png,0.011838715523481369,0.4923144734225057,0.4093098698582354,0.08300460356427031
btad,02,0,4,14,02/test/ko/0014.png,0.012876332737505436,0.5981558730709047,0.6024374095135211,-0.004281536442616418
btad,02,0,4,15,02/test/ko/0015.png,0.01307733729481697,0.7628303612429367,0.7641801683356763,-0.0013498070927395744
btad,02,0,4,16,02/test/ko/0016.png,0.0122305266559124,0.7142855649311488,0.7049336929642129,0.009351871966935876
btad,02,0,4,17,02/test/ko/0017.png,0.011901216581463814,0.49192342420567176,0.4940762301593117,-0.0021528059536399247
btad,02,0,4,18,02/test/ko/0018.png,0.01170477643609047,0.8336843828356714,0.8139468886617026,0.01973749417396875
btad,02,0,4,19,02/test/ko/0019.png,0.011879414319992065,0.450761276993918,0.4264322782375731,0.024328998756344866
btad,02,0,4,20,02/test/ko/0020.png,0.011402272619307041,0.308731383575408,0.29147948109779764,0.01725190247761038
btad,02,0,4,21,02/test/ko/0021.png,0.011550637893378735,0.6310874375386687,0.614416140093977,0.016671297444691646
btad,02,0,4,22,02/test/ko/0022.png,0.011902885511517525,0.5607068180875732,0.504023871713942,0.05668294637363114
btad,02,0,4,23,02/test/ko/0023.png,0.011819600127637386,0.7903755181751284,0.7916054940304349,-0.0012299758553064866
btad,02,0,4,24,02/test/ko/0024.png,0.011749451979994774,0.5342291640423493,0.5271117448215314,0.007117419220817878
btad,02,0,4,25,02/test/ko/0025.png,0.012112599797546864,0.7520073789003763,0.7519134951085581,9.38837918181834e-05
btad,02,0,4,26,02/test/ko/0026.png,0.011502571403980255,0.16708643717801044,0.1524676692627656,0.014618767915244857
btad,02,0,4,27,02/test/ko/0027.png,0.012601352296769619,0.03505030036443316,0.03166047625842013,0.0033898241060130244
btad,02,0,4,28,02/test/ko/0028.png,0.0125355776399374,0.6370942417487274,0.6223559855665556,0.014738256182171838
btad,02,0,4,29,02/test/ko/0029.png,0.012226760387420654,0.7487329618563568,0.7387971447631738,0.00993581709318303
btad,02,0,4,30,02/test/ko/0030.png,0.010986244305968285,0.8258842858550134,0.8157063963354433,0.010177889519570105
